,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
163,RT @Pun_Starr: Covid-19 is just a statistic until it reaches your home.,RT @Pun_Starr: Covid-19 is just a statistic until it reaches your home.,Covid just statistic until reaches your home,"['Covid', 'just', 'statistic', 'until', 'reaches', 'your', 'home']","['Covid', 'reaches', 'home']", covid  statist reach home ,True,['@Pun_Starr'],[],[],7
173,"RT @vicderbyshire: If you’re over 45 and in England, you can book your Covid jab now  https://t.co/YISQOblk5Z","RT @vicderbyshire: If you’re over 45 and in England, you can book your Covid jab now  ",over England book your Covid,"['over', 'England', 'book', 'your', 'Covid']","['England', 'book', 'Covid']", you’r  england book covid jab ,True,['@vicderbyshire'],[],[],7
183,"RT @NHSuk: People aged 45 or over can now book their COVID-19 vaccine ⬇️

https://t.co/TDhqQk4otX","RT @NHSuk: People aged 45 or over can now book their COVID-19 vaccine ⬇️

",People aged over book their COVID vaccine,"['People', 'aged', 'over', 'book', 'their', 'COVID', 'vaccine']","['People', 'book', 'COVID', 'vaccine']", peopl age  book covid  vaccin ⬇️ ,True,['@NHSuk'],[],[],7
184,@NicolaSturgeon @scotgov @NHSScotland have tried repeatedly online to book our COVID vaccinations via both NHS and… https://t.co/R1UazRqts5,@NicolaSturgeon @scotgov @NHSScotland have tried repeatedly online to book our COVID vaccinations via both NHS and… ,have tried repeatedly online book COVID vaccinations both,"['have', 'tried', 'repeatedly', 'online', 'book', 'COVID', 'vaccinations', 'both']","['book', 'COVID', 'vaccinations']", tri repeatedli onlin book covid vaccin via nh and… ,False,[],"['@NicolaSturgeon', '@scotgov', '@NHSScotland']",[],7
186,"RT @edking_I: Core asks ahead of Biden's #climate summit next week - @davidwaskow has a stab at a top 4

1 - US 50% GHG cuts by 2030
2 - Ja…","RT @edking_I: Core asks ahead of Biden's #climate summit next week - @davidwaskow has a stab at a top 4

1 - US 50% GHG cuts by 2030
2 - Ja…",Core asks ahead Biden #climate summit next week stab cuts,"['Core', 'asks', 'ahead', 'Biden', '#', 'climate', 'summit', 'next', 'week', 'stab', 'cuts']","['Core', 'Biden', 'summit', 'week', 'stab', 'cuts']", core ask ahead biden #climate summit next week stab top   us  ghg cut   ja…,True,['@edking_I'],['@davidwaskow'],['#climate'],7
188,RT @khan_zafarul: The great scholar Maulana Wahiduddin Khan is admitted in serious condition in Apollo Hospital Sarita Vihar late last nigh…,RT @khan_zafarul: The great scholar Maulana Wahiduddin Khan is admitted in serious condition in Apollo Hospital Sarita Vihar late last nigh…,great scholar Maulana Wahiduddin Khan admitted serious condition Apollo Hospital Sarita Vihar late last nigh,"['great', 'scholar', 'Maulana', 'Wahiduddin', 'Khan', 'admitted', 'serious', 'condition', 'Apollo', 'Hospital', 'Sarita', 'Vihar', 'late', 'last', 'nigh']","['Maulana', 'Wahiduddin', 'Khan', 'condition', 'Apollo', 'Hospital', 'Sarita', 'Vihar']", great scholar maulana wahiduddin khan admit seriou condit apollo hospit sarita vihar late last nigh…,True,['@khan_zafarul'],[],[],7
203,Deja vu from last yr,Deja vu from last yr,Deja from last,"['Deja', 'from', 'last']",['Deja'],deja vu last yr,False,[],[],[],7
210,"RT @fact_covid: Those aged 45 or over in England can now book a coronavirus vaccination online. 

Link: https://t.co/rjxVCRnZaS https://t.c…","RT @fact_covid: Those aged 45 or over in England can now book a coronavirus vaccination online. 

Link:  ",Those aged over England book coronavirus vaccination online Link,"['Those', 'aged', 'over', 'England', 'book', 'coronavirus', 'vaccination', 'online', 'Link']","['England', 'book', 'coronavirus', 'vaccination', 'online', 'Link']", age  england book coronaviru vaccin onlin link ,True,['@fact_covid'],[],[],7
219,RT @CityOfFayNC: No Appointment COVID-19 Vaccine Drive this week! https://t.co/GqZE7hqE4V,RT @CityOfFayNC: No Appointment COVID-19 Vaccine Drive this week! ,Appointment COVID Vaccine Drive this week,"['Appointment', 'COVID', 'Vaccine', 'Drive', 'this', 'week']","['Appointment', 'COVID', 'Vaccine', 'Drive', 'week']", appoint covid  vaccin drive week ,True,['@CityOfFayNC'],[],[],7
225,"RT @TostevinM: Myanmar's Daw Aung San Suu Kyi faces another new charge under the natural disaster management law, relating to COVID-19 prot…","RT @TostevinM: Myanmar's Daw Aung San Suu Kyi faces another new charge under the natural disaster management law, relating to COVID-19 prot…",Myanmar Aung faces another charge under natural disaster management relating COVID prot,"['Myanmar', 'Aung', 'faces', 'another', 'charge', 'under', 'natural', 'disaster', 'management', 'relating', 'COVID', 'prot']","['Myanmar', 'Aung', 'charge', 'disaster', 'management', 'COVID', 'prot']", myanmar daw aung san suu kyi face anoth new charg natur disast manag law relat covid  prot…,True,['@TostevinM'],[],[],7
237,"@ErdmuteD *Checks graph of cumulative covid deaths per million comparing UK to G10 countries in the EU.

Nope - Bre… https://t.co/kbjeY5WqjQ","@ErdmuteD *Checks graph of cumulative covid deaths per million comparing UK to G10 countries in the EU.

Nope - Bre… ",Checks graph cumulative covid deaths million comparing countries Nope,"['Checks', 'graph', 'cumulative', 'covid', 'deaths', 'million', 'comparing', 'countries', 'Nope']","['Checks', 'covid', 'deaths', 'countries', 'Nope']", check graph cumul covid death per million compar uk g countri eu nope bre… ,False,[],['@ErdmuteD'],[],7
241,"COVID-19 Vaccination appointments available at CVS near NEW KENSINGTON, PA. Sign up at https://t.co/gUj7vj0PVw. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at CVS near NEW KENSINGTON, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available near KENSINGTON Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'near', 'KENSINGTON', 'Sign']","['COVID', 'Vaccination', 'appointments', 'KENSINGTON', 'Sign']",covid  vaccin appoint avail cv near new kensington pa sign      ,False,[],[],[],7
242,"RT @MFTnhs: If you know someone over 50 who is yet to have their #CovidVaccine, let them know they can now book in.

➡️ Visit the below lin…","RT @MFTnhs: If you know someone over 50 who is yet to have their #CovidVaccine, let them know they can now book in.

➡️ Visit the below lin…",know someone over have their #CovidVaccine them know they book Visit below,"['know', 'someone', 'over', 'have', 'their', '#', 'CovidVaccine', 'them', 'know', 'they', 'book', 'Visit', 'below']","['someone', 'CovidVaccine', 'book', 'Visit']", know someon  yet #covidvaccine let know book ➡️ visit lin…,True,['@MFTnhs'],[],['#CovidVaccine'],7
243,"COVID-19 Vaccination appointments available at CVS near CHAMBERSBURG, PA. Sign up at https://t.co/gUj7vj0PVw. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at CVS near CHAMBERSBURG, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available near CHAMBERSBURG Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'near', 'CHAMBERSBURG', 'Sign']","['COVID', 'Vaccination', 'appointments', 'CHAMBERSBURG', 'Sign']",covid  vaccin appoint avail cv near chambersburg pa sign      ,False,[],[],[],7
244,"COVID-19 Vaccination appointments available at Rite Aid near Etters, PA. Sign up at https://t.co/hjqCUoK6MQ. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at Rite Aid near Etters, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available Rite near Etters Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'Rite', 'near', 'Etters', 'Sign']","['COVID', 'Vaccination', 'appointments', 'Rite', 'Etters', 'Sign']",covid  vaccin appoint avail rite aid near etter pa sign      ,False,[],[],[],7
245,"COVID-19 Vaccination appointments available at Rite Aid near Dover, PA. Sign up at https://t.co/hjqCUoK6MQ. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at Rite Aid near Dover, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available Rite near Dover Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'Rite', 'near', 'Dover', 'Sign']","['COVID', 'Vaccination', 'appointments', 'Rite', 'Dover', 'Sign']",covid  vaccin appoint avail rite aid near dover pa sign      ,False,[],[],[],7
247,"COVID-19 Vaccination appointments available at Rite Aid near York, PA. Sign up at https://t.co/hjqCUoK6MQ. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at Rite Aid near York, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available Rite near York Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'Rite', 'near', 'York', 'Sign']","['COVID', 'Vaccination', 'appointments', 'Rite', 'York', 'Sign']",covid  vaccin appoint avail rite aid near york pa sign      ,False,[],[],[],7
248,"COVID-19 Vaccination appointments available at Rite Aid near Spring Grove, PA. Sign up at https://t.co/hjqCUoK6MQ. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at Rite Aid near Spring Grove, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available Rite near Spring Grove Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'Rite', 'near', 'Spring', 'Grove', 'Sign']","['COVID', 'Vaccination', 'appointments', 'Rite', 'Spring', 'Grove', 'Sign']",covid  vaccin appoint avail rite aid near spring grove pa sign      ,False,[],[],[],7
249,"COVID-19 Vaccination appointments available at CVS near YORK, PA. Sign up at https://t.co/gUj7vj0PVw. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at CVS near YORK, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available near YORK Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'near', 'YORK', 'Sign']","['COVID', 'Vaccination', 'appointments', 'YORK', 'Sign']",covid  vaccin appoint avail cv near york pa sign      ,False,[],[],[],7
250,"COVID-19 Vaccination appointments available at Rite Aid near Red Lion, PA. Sign up at https://t.co/hjqCUoK6MQ. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at Rite Aid near Red Lion, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available Rite near Lion Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'Rite', 'near', 'Lion', 'Sign']","['COVID', 'Vaccination', 'appointments', 'Rite', 'Lion', 'Sign']",covid  vaccin appoint avail rite aid near red lion pa sign      ,False,[],[],[],7
251,"COVID-19 Vaccination appointments available at Rite Aid near Manchester, PA. Sign up at https://t.co/hjqCUoK6MQ. 2021/04/13 08:36:00","COVID-19 Vaccination appointments available at Rite Aid near Manchester, PA. Sign up at  2021/04/13 08:36:00",COVID Vaccination appointments available Rite near Manchester Sign,"['COVID', 'Vaccination', 'appointments', 'available', 'Rite', 'near', 'Manchester', 'Sign']","['COVID', 'Vaccination', 'appointments', 'Rite', 'Manchester', 'Sign']",covid  vaccin appoint avail rite aid near manchest pa sign      ,False,[],[],[],7
253,"RT @Nher_who: Now that India is facing Second COVID wave

Lets Hope the PM doesn't ask for funds again in the name of PMCares 2.0","RT @Nher_who: Now that India is facing Second COVID wave

Lets Hope the PM doesn't ask for funds again in the name of PMCares 2.0",that India facing Second COVID wave Lets Hope doesn funds again name PMCares,"['that', 'India', 'facing', 'Second', 'COVID', 'wave', 'Lets', 'Hope', 'doesn', 'funds', 'again', 'name', 'PMCares']","['India', 'Second', 'COVID', 'Lets', 'Hope', 'funds', 'name', 'PMCares']", india face second covid wave let hope pm ask fund name pmcare  ,True,['@Nher_who'],[],[],7
254,@rajuparulekar Does PM of any nation in the world keep himself busy with election rally when there are more than 1.… https://t.co/XwNhJ5cUwA,@rajuparulekar Does PM of any nation in the world keep himself busy with election rally when there are more than 1.… ,Does nation world keep himself busy with election rally when there more than,"['Does', 'nation', 'world', 'keep', 'himself', 'busy', 'with', 'election', 'rally', 'when', 'there', 'more', 'than']","['Does', 'nation', 'world', 'election', 'rally']", pm nation world keep busi elect ralli  … ,False,[],['@rajuparulekar'],[],7
261,"RT @msm_monitor: Rehashed demands yesterday from Scotland's hospitality sector, that Covid restrictions be relaxed faster, received *more*…","RT @msm_monitor: Rehashed demands yesterday from Scotland's hospitality sector, that Covid restrictions be relaxed faster, received *more*…",Rehashed demands yesterday from Scotland hospitality sector that Covid restrictions relaxed faster received more,"['Rehashed', 'demands', 'yesterday', 'from', 'Scotland', 'hospitality', 'sector', 'that', 'Covid', 'restrictions', 'relaxed', 'faster', 'received', 'more']","['Rehashed', 'demands', 'yesterday', 'Scotland', 'hospitality', 'sector', 'Covid', 'restrictions']", rehash demand yesterday scotland hospit sector covid restrict relax faster receiv …,True,['@msm_monitor'],[],[],7
268,Very bad condition,Very bad condition,Very condition,"['Very', 'condition']",['condition'],bad conditio,False,[],[],[],7
269,"RT @HarleyShah: For people to have sacrificed so much in the name of not spreading covid, and had to bury their loved ones with 30 people a…","RT @HarleyShah: For people to have sacrificed so much in the name of not spreading covid, and had to bury their loved ones with 30 people a…",people have sacrificed much name spreading covid bury their loved ones with people,"['people', 'have', 'sacrificed', 'much', 'name', 'spreading', 'covid', 'bury', 'their', 'loved', 'ones', 'with', 'people']","['people', 'name', 'bury', 'ones', 'people']", peopl sacrif much name spread covid buri love one  peopl a…,True,['@HarleyShah'],[],[],7
283,"RT @Jayy_wealth: COVID has killed 131M ppl in the world &amp; we alive , just use 10 secs to Thank God 🙏🏾","RT @Jayy_wealth: COVID has killed 131M ppl in the world &amp; we alive , just use 10 secs to Thank God 🙏🏾",COVID killed world alive just secs Thank,"['COVID', 'killed', 'world', 'alive', 'just', 'secs', 'Thank']","['COVID', 'world', 'Thank']", covid kill ppl world amp aliv use  sec thank god 🙏🏾,True,['@Jayy_wealth'],[],[],7
302,Better late than never,Better late than never,Better late than never,"['Better', 'late', 'than', 'never']",[],better late never,False,[],[],[],7
304,"RT @gmanews: Immunosuppressive drugs for inflammatory diseases like rheumatoid arthritis, multiple sclerosis, and ulcerative colitis can im…","RT @gmanews: Immunosuppressive drugs for inflammatory diseases like rheumatoid arthritis, multiple sclerosis, and ulcerative colitis can im…",Immunosuppressive drugs inflammatory diseases like rheumatoid arthritis multiple sclerosis ulcerative colitis,"['Immunosuppressive', 'drugs', 'inflammatory', 'diseases', 'like', 'rheumatoid', 'arthritis', 'multiple', 'sclerosis', 'ulcerative', 'colitis']","['drugs', 'diseases', 'rheumatoid', 'arthritis', 'sclerosis', 'colitis']", immunosuppress drug inflammatori diseas like rheumatoid arthriti multipl sclerosi ulcer coliti im…,True,['@gmanews'],[],[],7
314,"RT @shasvathi: My aunt needs to be on ventilator urgently, her husband may have to be admitted too. So need an ICU and regular bed urgently…","RT @shasvathi: My aunt needs to be on ventilator urgently, her husband may have to be admitted too. So need an ICU and regular bed urgently…",aunt needs ventilator urgently husband have admitted need regular urgently,"['aunt', 'needs', 'ventilator', 'urgently', 'husband', 'have', 'admitted', 'need', 'regular', 'urgently']","['aunt', 'needs']", aunt need ventil urgent husband may admit need icu regular bed urgently…,True,['@shasvathi'],[],[],7
327,"RT @johnfraher: 💉Vaccine Tracker Update-April 13

🚨 800 million doses have now been given around the world 

⚠️ But the rollout continues t…","RT @johnfraher: 💉Vaccine Tracker Update-April 13

🚨 800 million doses have now been given around the world 

⚠️ But the rollout continues t…",Vaccine Tracker Update April million doses have been given around world rollout continues,"['Vaccine', 'Tracker', 'Update', 'April', 'million', 'doses', 'have', 'been', 'given', 'around', 'world', 'rollout', 'continues']","['Vaccine', 'Tracker', 'Update', 'April', 'doses', 'world', 'rollout']", 💉vaccin tracker updat april  🚨  million dose given around world ⚠️ rollout continu t…,True,['@johnfraher'],[],[],7
329,"RT @Reuters: India's daily COVID-19 tally is world's highest as festival, rallies fan concern https://t.co/GLxnpgkF8e https://t.co/n2LI73Rt…","RT @Reuters: India's daily COVID-19 tally is world's highest as festival, rallies fan concern  ",India daily COVID tally world highest festival rallies concern,"['India', 'daily', 'COVID', 'tally', 'world', 'highest', 'festival', 'rallies', 'concern']","['India', 'COVID', 'world', 'festival', 'rallies', 'concern']", india daili covid  talli world highest festiv ralli fan concern ,True,['@Reuters'],[],[],7
336,"my mother is getting her second covid vaccine next week. literally, the best week it’s been for me :D","my mother is getting her second covid vaccine next week. literally, the best week it’s been for me :D",mother getting second covid vaccine next week literally best week been,"['mother', 'getting', 'second', 'covid', 'vaccine', 'next', 'week', 'literally', 'best', 'week', 'been']","['vaccine', 'week', 'week']",mother get second covid vaccin next week liter best week it’,False,[],[],[],7
339,RT @khan_zafarul: The great scholar Maulana Wahiduddin Khan is admitted in serious condition in Apollo Hospital Sarita Vihar late last nigh…,RT @khan_zafarul: The great scholar Maulana Wahiduddin Khan is admitted in serious condition in Apollo Hospital Sarita Vihar late last nigh…,great scholar Maulana Wahiduddin Khan admitted serious condition Apollo Hospital Sarita Vihar late last nigh,"['great', 'scholar', 'Maulana', 'Wahiduddin', 'Khan', 'admitted', 'serious', 'condition', 'Apollo', 'Hospital', 'Sarita', 'Vihar', 'late', 'last', 'nigh']","['Maulana', 'Wahiduddin', 'Khan', 'condition', 'Apollo', 'Hospital', 'Sarita', 'Vihar']", great scholar maulana wahiduddin khan admit seriou condit apollo hospit sarita vihar late last nigh…,True,['@khan_zafarul'],[],[],7
344,On COVAX: The best hope for fairly distributing COVID-19 vaccines globally is at risk of failing. Here's how to sav… https://t.co/fwjr7qVinP,On COVAX: The best hope for fairly distributing COVID-19 vaccines globally is at risk of failing. Here's how to sav… ,COVAX best hope fairly distributing COVID vaccines globally risk failing Here,"['COVAX', 'best', 'hope', 'fairly', 'distributing', 'COVID', 'vaccines', 'globally', 'risk', 'failing', 'Here']","['COVAX', 'hope', 'COVID', 'vaccines']",covax best hope fairli distribut covid  vaccin global risk fail sav… ,False,[],[],[],7
369,Why in the world @narendramodi exported #Vaccine in the first place,Why in the world @narendramodi exported #Vaccine in the first place,world exported #Vaccine first place,"['world', 'exported', '#', 'Vaccine', 'first', 'place']","['world', 'Vaccine', 'place']",world export #vaccine first place,False,[],['@narendramodi'],['#Vaccine'],7
379,"RT @ThePlacardGuy: Tablighis, spat on docs, pooped &amp; pissed in hospital, molested female nurses, beat up docs, ran away from quarantine cen…","RT @ThePlacardGuy: Tablighis, spat on docs, pooped &amp; pissed in hospital, molested female nurses, beat up docs, ran away from quarantine cen…",Tablighis spat docs pooped pissed hospital molested female nurses beat docs away from quarantine,"['Tablighis', 'spat', 'docs', 'pooped', 'pissed', 'hospital', 'molested', 'female', 'nurses', 'beat', 'docs', 'away', 'from', 'quarantine']","['Tablighis', 'spat', 'docs', 'hospital', 'nurses', 'quarantine']", tablighi spat doc poop amp piss hospit molest femal nurs beat doc ran away quarantin cen…,True,['@ThePlacardGuy'],[],[],7
381,"RT @scribe_prashant: WATCH: While more people testing positive is below 45 years of age, those dying are mostly above 45. We need to save t…","RT @scribe_prashant: WATCH: While more people testing positive is below 45 years of age, those dying are mostly above 45. We need to save t…",WATCH While more people testing positive below years those dying mostly above need save,"['WATCH', 'While', 'more', 'people', 'testing', 'positive', 'below', 'years', 'those', 'dying', 'mostly', 'above', 'need', 'save']","['WATCH', 'people', 'years', 'need']", watch peopl test posit  year age die mostli  need save t…,True,['@scribe_prashant'],[],[],7
389,"Leachon to FDA on putting on hold the use of AstraZeneca Covid-19 vaccine for individuals aged below 60 years old,… https://t.co/DFCH1xXy9Y","Leachon to FDA on putting on hold the use of AstraZeneca Covid-19 vaccine for individuals aged below 60 years old,… ",Leachon putting hold AstraZeneca Covid vaccine individuals aged below years,"['Leachon', 'putting', 'hold', 'AstraZeneca', 'Covid', 'vaccine', 'individuals', 'aged', 'below', 'years']","['Leachon', 'hold', 'AstraZeneca', 'Covid', 'vaccine', 'individuals', 'years']",leachon fda put hold use astrazeneca covid  vaccin individu age  year old … ,False,[],[],[],7
392,RT @drrtb4g: I have decided that after covid is over I am going to continue quarantining myself from the rest of humanity.,RT @drrtb4g: I have decided that after covid is over I am going to continue quarantining myself from the rest of humanity.,have decided that after covid over going continue quarantining myself from rest humanity,"['have', 'decided', 'that', 'after', 'covid', 'over', 'going', 'continue', 'quarantining', 'myself', 'from', 'rest', 'humanity']","['covid', 'rest', 'humanity']", decid covid go continu quarantin rest human ,True,['@drrtb4g'],[],[],7
394,"RT @Reuters: India's daily COVID-19 tally is world's highest as festival, rallies fan concern https://t.co/GLxnpgkF8e https://t.co/n2LI73Rt…","RT @Reuters: India's daily COVID-19 tally is world's highest as festival, rallies fan concern  ",India daily COVID tally world highest festival rallies concern,"['India', 'daily', 'COVID', 'tally', 'world', 'highest', 'festival', 'rallies', 'concern']","['India', 'COVID', 'world', 'festival', 'rallies', 'concern']", india daili covid  talli world highest festiv ralli fan concern ,True,['@Reuters'],[],[],7
397,"RT @johnfraher: 💉Vaccine Tracker Update-April 13

🚨 800 million doses have now been given around the world 

⚠️ But the rollout continues t…","RT @johnfraher: 💉Vaccine Tracker Update-April 13

🚨 800 million doses have now been given around the world 

⚠️ But the rollout continues t…",Vaccine Tracker Update April million doses have been given around world rollout continues,"['Vaccine', 'Tracker', 'Update', 'April', 'million', 'doses', 'have', 'been', 'given', 'around', 'world', 'rollout', 'continues']","['Vaccine', 'Tracker', 'Update', 'April', 'doses', 'world', 'rollout']", 💉vaccin tracker updat april  🚨  million dose given around world ⚠️ rollout continu t…,True,['@johnfraher'],[],[],7
418,"Coronavirus Covid-19  World Map for New Cases per 1 million of citizens
4/12/2021

More insights:… https://t.co/NTNS6pJMNF","Coronavirus Covid-19  World Map for New Cases per 1 million of citizens
4/12/2021

More insights:… ",Coronavirus Covid World Cases million citizens More insights,"['Coronavirus', 'Covid', 'World', 'Cases', 'million', 'citizens', 'More', 'insights']","['Coronavirus', 'Covid', 'World', 'Cases', 'insights']",coronaviru covid  world map new case per  million citizen    insight … ,False,[],[],[],7
431,"RT @AuroraPlanPlan: @bplannnnn Eng Trans:

Songkran means at home🥲
(Hope) Covid can be lighter.

#PlanRathavit
#คนของแปลน","RT @AuroraPlanPlan: @bplannnnn Eng Trans:

Songkran means at home🥲
(Hope) Covid can be lighter.

#PlanRathavit
#คนของแปลน",Trans Songkran means home Hope Covid lighter #PlanRathavit,"['Trans', 'Songkran', 'means', 'home', 'Hope', 'Covid', 'lighter', '#', 'PlanRathavit']","['Trans', 'Songkran', 'home', 'Hope', 'Covid', 'PlanRathavit']", eng tran songkran mean home🥲 hope covid lighter #planrathavit #คนของแปลน,True,['@AuroraPlanPlan'],['@bplannnnn'],['#PlanRathavit'],7
