,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
91,RT @UCastellotti: This guy has been suffering bad side effects for some time now. I was v surprised he had taken the jab in the first place…,RT @UCastellotti: This guy has been suffering bad side effects for some time now. I was v surprised he had taken the jab in the first place…,This been suffering side effects some time surprised taken first place,"['This', 'been', 'suffering', 'side', 'effects', 'some', 'time', 'surprised', 'taken', 'first', 'place']","['side', 'effects', 'time', 'place']", guy suffer bad side effect time v surpris taken jab first place…,True,['@UCastellotti'],[],[],3
93,"RT @maryashakil: 1.61 lakh new #COVID cases, 879 deaths 

- 11.55% positivity rate. Chhattisgarh 29.51%, Maharashtra 24.88%

- India contin…","RT @maryashakil: 1.61 lakh new #COVID cases, 879 deaths 

- 11.55% positivity rate. Chhattisgarh 29.51%, Maharashtra 24.88%

- India contin…",lakh #COVID cases deaths positivity rate Chhattisgarh Maharashtra India contin,"['lakh', '#', 'COVID', 'cases', 'deaths', 'positivity', 'rate', 'Chhattisgarh', 'Maharashtra', 'India', 'contin']","['COVID', 'cases', 'positivity', 'rate', 'Chhattisgarh', 'Maharashtra', 'India', 'contin']",   lakh new #covid case  death   posit rate chhattisgarh   maharashtra   india contin…,True,['@maryashakil'],[],['#COVID'],3
95,RT @6Blackster: See in the most prestigious institution also had covid u think they had not took measures. They have took but it's covid no…,RT @6Blackster: See in the most prestigious institution also had covid u think they had not took measures. They have took but it's covid no…,most prestigious institution also covid think they took measures They have took covid,"['most', 'prestigious', 'institution', 'also', 'covid', 'think', 'they', 'took', 'measures', 'They', 'have', 'took', 'covid']","['institution', 'measures', 'covid']",rt blackster see prestigi institut also covid u think took measur took covid no…,True,[],[],[],3
106,RT @devinitorg: Last chance to register&gt;&gt; Don't miss our #FFDForum side-event today with @Oxfam and @unfoundation. We'll be discussing the…,RT @devinitorg: Last chance to register&gt;&gt; Don't miss our #FFDForum side-event today with @Oxfam and @unfoundation. We'll be discussing the…,Last chance register miss #FFDForum side event today with discussing,"['Last', 'chance', 'register', 'miss', '#', 'FFDForum', 'side', 'event', 'today', 'with', 'discussing']","['chance', 'register', 'FFDForum', 'side', 'event', 'today']", last chanc regist gt gt miss #ffdforum side event today discuss the…,True,['@devinitorg'],"['@Oxfam', '@unfoundation']",['#FFDForum'],3
108,"RT @BBCIndia: Haridwar: Crowds surging at #KumbhMela as India overtakes Brazil in Covid cases.

Officials say they are struggling to impose…","RT @BBCIndia: Haridwar: Crowds surging at #KumbhMela as India overtakes Brazil in Covid cases.

Officials say they are struggling to impose…",Haridwar Crowds surging #KumbhMela India overtakes Brazil Covid cases Officials they struggling impose,"['Haridwar', 'Crowds', 'surging', '#', 'KumbhMela', 'India', 'overtakes', 'Brazil', 'Covid', 'cases', 'Officials', 'they', 'struggling', 'impose']","['Haridwar', 'Crowds', 'KumbhMela', 'India', 'Brazil', 'Covid', 'cases', 'Officials']", haridwar crowd surg #kumbhmela india overtak brazil covid case offici say struggl impose…,True,['@BBCIndia'],[],['#KumbhMela'],3
115,"RT @Hadithoftheday: How absolutely beautiful. Umrah from 2019. Umrah before Covid. Umrah before the world changed. 

Photo Credit: Raheel h…","RT @Hadithoftheday: How absolutely beautiful. Umrah from 2019. Umrah before Covid. Umrah before the world changed. 

Photo Credit: Raheel h…",absolutely beautiful Umrah from Umrah before Covid Umrah before world changed Photo Credit Raheel,"['absolutely', 'beautiful', 'Umrah', 'from', 'Umrah', 'before', 'Covid', 'Umrah', 'before', 'world', 'changed', 'Photo', 'Credit', 'Raheel']","['Umrah', 'Umrah', 'Covid', 'Umrah', 'world', 'Photo', 'Credit', 'Raheel']", absolut beauti umrah  umrah covid umrah world chang photo credit raheel h…,True,['@Hadithoftheday'],[],[],3
119,Thread,Thread,Thread,['Thread'],['Thread'],thread,False,[],[],[],3
130,FKF Coast Region Dedicates Ramadhan Prayers Against COVID-19 Effects ☞ https://t.co/eNScsLG5LW,FKF Coast Region Dedicates Ramadhan Prayers Against COVID-19 Effects ☞ ,Coast Region Dedicates Ramadhan Prayers Against COVID Effects,"['Coast', 'Region', 'Dedicates', 'Ramadhan', 'Prayers', 'Against', 'COVID', 'Effects']","['Coast', 'Region', 'Dedicates', 'Ramadhan', 'Prayers', 'Against', 'COVID', 'Effects']",fkf coast region dedic ramadhan prayer covid  effect ☞ ,False,[],[],[],3
143,"RT @toluogunlesi: ""[Scientists at @acegid, in Osun State,Nigeria - led by @christian_happi] - developed a fast-track test for COVID-19, cer…","RT @toluogunlesi: ""[Scientists at @acegid, in Osun State,Nigeria - led by @christian_happi] - developed a fast-track test for COVID-19, cer…",Scientists Osun State Nigeria developed fast track test COVID,"['Scientists', 'Osun', 'State', 'Nigeria', 'developed', 'fast', 'track', 'test', 'COVID']","['Scientists', 'Osun', 'State', 'Nigeria', 'test', 'COVID']", scientist osun state nigeria led develop fast track test covid  cer…,True,['@toluogunlesi'],"['@acegid', '@christian_happi']",[],3
146,"RT @tea_authors: Let's see just how well China does post pandemic.

https://t.co/LJfiHQiOfu","RT @tea_authors: Let's see just how well China does post pandemic.

",just well China does post pandemic,"['just', 'well', 'China', 'does', 'post', 'pandemic']",['China'], let see well china post pandem ,True,['@tea_authors'],[],[],3
154,"RT @LeedsCC_News: Ramadan Kareem.

As many of our residents celebrate Ramadan, we are asking everyone to stay safe this festive period by f…","RT @LeedsCC_News: Ramadan Kareem.

As many of our residents celebrate Ramadan, we are asking everyone to stay safe this festive period by f…",Ramadan Kareem many residents celebrate Ramadan asking everyone stay safe this festive period,"['Ramadan', 'Kareem', 'many', 'residents', 'celebrate', 'Ramadan', 'asking', 'everyone', 'stay', 'safe', 'this', 'festive', 'period']","['Ramadan', 'Kareem', 'residents', 'Ramadan', 'everyone', 'stay', 'period']", ramadan kareem mani resid celebr ramadan ask everyon stay safe festiv period f…,True,['@LeedsCC_News'],[],[],3
156,"Brains destroyed by greed, consumerism and hedonism","Brains destroyed by greed, consumerism and hedonism",Brains destroyed greed consumerism hedonism,"['Brains', 'destroyed', 'greed', 'consumerism', 'hedonism']","['Brains', 'consumerism', 'hedonism']",brain destroy greed consumer hedon,False,[],[],[],3
157,@BDliveSA They tell you what they are going to do !! Sheep who think covid is real and playing along with this scam… https://t.co/wfKZYPjV4a,@BDliveSA They tell you what they are going to do !! Sheep who think covid is real and playing along with this scam… ,They tell what they going Sheep think covid real playing along with this scam,"['They', 'tell', 'what', 'they', 'going', 'Sheep', 'think', 'covid', 'real', 'playing', 'along', 'with', 'this', 'scam']","['Sheep', 'playing', 'scam']", tell go sheep think covid real play along scam… ,False,[],['@BDliveSA'],[],3
162,"RT @luckychan: Calling out this blatant lie now: no, this is not true. Since last year, I was only ever tested twice. Twice in an entire YE…","RT @luckychan: Calling out this blatant lie now: no, this is not true. Since last year, I was only ever tested twice. Twice in an entire YE…",Calling this blatant this true Since last year only ever tested twice Twice entire,"['Calling', 'this', 'blatant', 'this', 'true', 'Since', 'last', 'year', 'only', 'ever', 'tested', 'twice', 'Twice', 'entire']","['blatant', 'year', 'Twice']", call blatant lie true sinc last year ever test twice twice entir ye…,True,['@luckychan'],[],[],3
176,"@AnneMooreorLess @Lawrence @SteveScalise Yeah, or DJT with covid. But IF they're going to get it, they have to expe… https://t.co/eUm4LEVf45","@AnneMooreorLess @Lawrence @SteveScalise Yeah, or DJT with covid. But IF they're going to get it, they have to expe… ",Yeah with covid they going they have expe,"['Yeah', 'with', 'covid', 'they', 'going', 'they', 'have', 'expe']","['Yeah', 'covid']", yeah djt covid go get expe… ,False,[],"['@AnneMooreorLess', '@Lawrence', '@SteveScalise']",[],3
221,@RanaAyyub Then what's the reason that world best CM (Maharashtra) leading from the front in covid effect number??… https://t.co/FfCBhZNJQM,@RanaAyyub Then what's the reason that world best CM (Maharashtra) leading from the front in covid effect number??… ,Then what reason that world best Maharashtra leading from front covid effect number,"['Then', 'what', 'reason', 'that', 'world', 'best', 'Maharashtra', 'leading', 'from', 'front', 'covid', 'effect', 'number']","['reason', 'world', 'Maharashtra', 'effect', 'number']", reason world best cm maharashtra lead front covid effect number … ,False,[],['@RanaAyyub'],[],3
228,"RT @PTI_News: HC pulls up #Gujarat govt over COVID-19 situation, says reality is contrary to what state govt claims","RT @PTI_News: HC pulls up #Gujarat govt over COVID-19 situation, says reality is contrary to what state govt claims",pulls #Gujarat govt over COVID situation says reality contrary what state govt claims,"['pulls', '#', 'Gujarat', 'govt', 'over', 'COVID', 'situation', 'says', 'reality', 'contrary', 'what', 'state', 'govt', 'claims']","['pulls', 'Gujarat', 'govt', 'COVID', 'situation', 'reality', 'state', 'govt', 'claims']", hc pull #gujarat govt covid  situat say realiti contrari state govt claim,True,['@PTI_News'],[],['#Gujarat'],3
232,"Sell 30,000$ Plz 
(To pay something... )
#pay #SellingContent #buy #ArtistOnTwitter #artwork #COVIDー19… https://t.co/MuXjk7fOUD","Sell 30,000$ Plz 
(To pay something... )
#pay #SellingContent #buy #ArtistOnTwitter #artwork #COVIDー19… ",Sell something #pay #SellingContent #buy #ArtistOnTwitter #artwork #COVID,"['Sell', 'something', '#', 'pay', '#', 'SellingContent', '#', 'buy', '#', 'ArtistOnTwitter', '#', 'artwork', '#', 'COVID']","['Sell', 'something', 'pay', 'SellingContent', 'ArtistOnTwitter', 'artwork', 'COVID']",sell   plz pay someth #pay #sellingcontent #buy #artistontwitter #artwork #covidー… ,False,[],[],"['#pay', '#SellingContent', '#buy', '#ArtistOnTwitter', '#artwork', '#COVID']",3
235,"@PressSec Gun violence riots in the streets, murders every were COVID 19 stronger than ever, Russia China Iran are… https://t.co/yMYRVI6JNU","@PressSec Gun violence riots in the streets, murders every were COVID 19 stronger than ever, Russia China Iran are… ",violence riots streets murders every were COVID stronger than ever Russia China Iran,"['violence', 'riots', 'streets', 'murders', 'every', 'were', 'COVID', 'stronger', 'than', 'ever', 'Russia', 'China', 'Iran']","['violence', 'riots', 'murders', 'COVID', 'Russia', 'China', 'Iran']", gun violenc riot street murder everi covid  stronger ever russia china iran are… ,False,[],['@PressSec'],[],3
238,RT @IainLJBrown: Credit card #scams are soaring as fraudsters cash in on COVID. How can you avoid falling victim? @SASsoftware's @MchargueC…,RT @IainLJBrown: Credit card #scams are soaring as fraudsters cash in on COVID. How can you avoid falling victim? @SASsoftware's @MchargueC…,Credit card #scams soaring fraudsters cash COVID avoid falling victim,"['Credit', 'card', '#', 'scams', 'soaring', 'fraudsters', 'cash', 'COVID', 'avoid', 'falling', 'victim']","['Credit', 'card', 'scams', 'fraudsters', 'cash', 'COVID', 'avoid', 'victim']", credit card #scams soar fraudster cash covid avoid fall victim …,True,['@IainLJBrown'],"['@SASsoftware', '@MchargueC']",['#scams'],3
270,Yeah...Cities major effect untadi...asalu second wave lo till date highest cases vastuna aa occupancies excellent a… https://t.co/ba0agFS4Z4,Yeah...Cities major effect untadi...asalu second wave lo till date highest cases vastuna aa occupancies excellent a… ,Yeah Cities major effect untadi asalu second wave till date highest cases vastuna occupancies excellent,"['Yeah', 'Cities', 'major', 'effect', 'untadi', 'asalu', 'second', 'wave', 'till', 'date', 'highest', 'cases', 'vastuna', 'occupancies', 'excellent']","['Yeah', 'Cities', 'effect', 'wave', 'till', 'date', 'cases', 'occupancies']",yeah citi major effect untadi asalu second wave lo till date highest case vastuna aa occup excel a… ,False,[],[],[],3
273,"US$ 1.4 trillion lost every year to# tobacco use. 

A new guide  shows countries ways to cut down on over US$1.4 tr… https://t.co/ShCMb2vVut","US$ 1.4 trillion lost every year to# tobacco use. 

A new guide  shows countries ways to cut down on over US$1.4 tr… ",trillion lost every year tobacco guide shows countries ways down over,"['trillion', 'lost', 'every', 'year', 'tobacco', 'guide', 'shows', 'countries', 'ways', 'down', 'over']","['year', 'tobacco', 'guide', 'countries', 'ways']",us   trillion lost everi year to# tobacco use new guid show countri way cut us   tr… ,False,[],[],[],3
276,Muslim communites all over the world started #Ramadan See examples how diverse communities celebrate this holy mont… https://t.co/gUCNCn5h5H,Muslim communites all over the world started #Ramadan See examples how diverse communities celebrate this holy mont… ,Muslim communites over world started #Ramadan examples diverse communities celebrate this holy mont,"['Muslim', 'communites', 'over', 'world', 'started', '#', 'Ramadan', 'examples', 'diverse', 'communities', 'celebrate', 'this', 'holy', 'mont']","['Muslim', 'world', 'Ramadan', 'communities', 'holy', 'mont']",muslim communit world start #ramadan see exampl divers commun celebr holi mont… ,False,[],[],['#Ramadan'],3
289,"RT @portsmouthtoday: More changes came into play yesterday, so we thought this would be a good moment to recap what the rules are.
What you…","RT @portsmouthtoday: More changes came into play yesterday, so we thought this would be a good moment to recap what the rules are.
What you…",More changes came into play yesterday thought this would good moment recap what rules What,"['More', 'changes', 'came', 'into', 'play', 'yesterday', 'thought', 'this', 'would', 'good', 'moment', 'recap', 'what', 'rules', 'What']","['changes', 'play', 'yesterday', 'moment', 'rules']", chang came play yesterday thought would good moment recap rule you…,True,['@portsmouthtoday'],[],[],3
293,"RT @FrontalForce: Haridwar mahakumbh contributed to Covid cases while blaming Markaz is Isl@mophobia, classic double speak by BBC https://t…","RT @FrontalForce: Haridwar mahakumbh contributed to Covid cases while blaming Markaz is Isl@mophobia, classic double speak by BBC ",Haridwar mahakumbh contributed Covid cases while blaming Markaz classic double speak,"['Haridwar', 'mahakumbh', 'contributed', 'Covid', 'cases', 'while', 'blaming', 'Markaz', 'classic', 'double', 'speak']","['Haridwar', 'mahakumbh', 'Covid', 'cases', 'Markaz', 'speak']", haridwar mahakumbh contribut covid case blame markaz isl classic doubl speak bbc ,True,['@FrontalForce'],['@mophobia'],[],3
297,"when covid is stable and bazaar ramadhan can launch as per normal, gosh im gonna grab all those food man!!!!","when covid is stable and bazaar ramadhan can launch as per normal, gosh im gonna grab all those food man!!!!",when covid stable bazaar ramadhan launch normal gosh gonna grab those food,"['when', 'covid', 'stable', 'bazaar', 'ramadhan', 'launch', 'normal', 'gosh', 'gon', 'na', 'grab', 'those', 'food']","['covid', 'bazaar', 'launch', 'gon', 'food']",covid stabl bazaar ramadhan launch per normal gosh im gonna grab food man ,False,[],[],[],3
306,RT @indiacom: #VakeelSaab and #Master have proven that the audience of the South is far more loyal to their stars than anywhere else in the…,RT @indiacom: #VakeelSaab and #Master have proven that the audience of the South is far more loyal to their stars than anywhere else in the…,#VakeelSaab #Master have proven that audience South more loyal their stars than anywhere else,"['#', 'VakeelSaab', '#', 'Master', 'have', 'proven', 'that', 'audience', 'South', 'more', 'loyal', 'their', 'stars', 'than', 'anywhere', 'else']","['VakeelSaab', 'Master', 'audience', 'South', 'stars']", #vakeelsaab #master proven audienc south far loyal star anywher els the…,True,['@indiacom'],[],"['#VakeelSaab', '#Master']",3
340,"RT @alexjgoldstein: Becky died of COVID yesterday, in between her first and second shots. This is what's at stake right now.","RT @alexjgoldstein: Becky died of COVID yesterday, in between her first and second shots. This is what's at stake right now.",Becky died COVID yesterday between first second shots This what stake right,"['Becky', 'died', 'COVID', 'yesterday', 'between', 'first', 'second', 'shots', 'This', 'what', 'stake', 'right']","['Becky', 'COVID', 'yesterday', 'shots', 'stake', 'right']", becki die covid yesterday first second shot stake right ,True,['@alexjgoldstein'],[],[],3
343,Chinese Sars virus studies reveal was a seasonal flu virus which saw its demise with change of seasons unlike the c… https://t.co/L97EWrgHe8,Chinese Sars virus studies reveal was a seasonal flu virus which saw its demise with change of seasons unlike the c… ,Chinese Sars virus studies reveal seasonal virus which demise with change seasons unlike,"['Chinese', 'Sars', 'virus', 'studies', 'reveal', 'seasonal', 'virus', 'which', 'demise', 'with', 'change', 'seasons', 'unlike']","['Sars', 'virus', 'studies', 'virus', 'demise', 'change', 'seasons']",chines sar viru studi reveal season flu viru saw demis chang season unlik c… ,False,[],[],[],3
360,"RT @ramsayz: Wishing you all a happy Ugadi.
Seeing so many people close to me getting affected by Covid..please stay safe &amp; wear a mask.🙏…","RT @ramsayz: Wishing you all a happy Ugadi.
Seeing so many people close to me getting affected by Covid..please stay safe &amp; wear a mask.🙏…",Wishing happy Ugadi Seeing many people close getting affected Covid please stay safe wear mask,"['Wishing', 'happy', 'Ugadi', 'Seeing', 'many', 'people', 'close', 'getting', 'affected', 'Covid', 'please', 'stay', 'safe', 'wear', 'mask']","['Ugadi', 'Seeing', 'people', 'Covid', 'please', 'stay', 'wear', 'mask']", wish happi ugadi see mani peopl close get affect covid pleas stay safe amp wear mask 🙏…,True,['@ramsayz'],[],[],3
403,"RT @toluogunlesi: ""[Scientists at @acegid, in Osun State,Nigeria - led by @christian_happi] - developed a fast-track test for COVID-19, cer…","RT @toluogunlesi: ""[Scientists at @acegid, in Osun State,Nigeria - led by @christian_happi] - developed a fast-track test for COVID-19, cer…",Scientists Osun State Nigeria developed fast track test COVID,"['Scientists', 'Osun', 'State', 'Nigeria', 'developed', 'fast', 'track', 'test', 'COVID']","['Scientists', 'Osun', 'State', 'Nigeria', 'test', 'COVID']", scientist osun state nigeria led develop fast track test covid  cer…,True,['@toluogunlesi'],"['@acegid', '@christian_happi']",[],3
407,"RT @1967Vandana: so difficult to take precautions! 
I am surrounded by 2 dozen covid cases around me..within 100 metres!
Sometimes its scar…","RT @1967Vandana: so difficult to take precautions! 
I am surrounded by 2 dozen covid cases around me..within 100 metres!
Sometimes its scar…",difficult take precautions surrounded dozen covid cases around within metres Sometimes scar,"['difficult', 'take', 'precautions', 'surrounded', 'dozen', 'covid', 'cases', 'around', 'within', 'metres', 'Sometimes', 'scar']","['precautions', 'dozen', 'covid', 'cases', 'metres']",rt vandana difficult take precaut surround  dozen covid case around within  metr sometim scar…,True,[],[],[],3
428,"@JohnBerman  Gun violence riots in the streets, murders every were COVID 19 stronger than ever, Russia China Iran a… https://t.co/h3wbVDYlkJ","@JohnBerman  Gun violence riots in the streets, murders every were COVID 19 stronger than ever, Russia China Iran a… ",violence riots streets murders every were COVID stronger than ever Russia China Iran,"['violence', 'riots', 'streets', 'murders', 'every', 'were', 'COVID', 'stronger', 'than', 'ever', 'Russia', 'China', 'Iran']","['violence', 'riots', 'murders', 'COVID', 'Russia', 'China', 'Iran']", gun violenc riot street murder everi covid  stronger ever russia china iran a… ,False,[],['@JohnBerman'],[],3
432,@LBC @NickFerrariLBC Wait until the covid pandemic subsides and the disaster of Brexit are seen... they will soon change their mind.,@LBC @NickFerrariLBC Wait until the covid pandemic subsides and the disaster of Brexit are seen... they will soon change their mind.,Wait until covid pandemic subsides disaster Brexit seen they will soon change their mind,"['Wait', 'until', 'covid', 'pandemic', 'subsides', 'disaster', 'Brexit', 'seen', 'they', 'will', 'soon', 'change', 'their', 'mind']","['Wait', 'subsides', 'disaster', 'Brexit', 'mind']", wait covid pandem subsid disast brexit seen soon chang mind ,False,[],"['@LBC', '@NickFerrariLBC']",[],3
436,Am I reading this correctly a part from the new way of reporting on the MCCD as they changed the way for covid to b… https://t.co/0fVMUiEhvD,Am I reading this correctly a part from the new way of reporting on the MCCD as they changed the way for covid to b… ,reading this correctly part from reporting MCCD they changed covid,"['reading', 'this', 'correctly', 'part', 'from', 'reporting', 'MCCD', 'they', 'changed', 'covid']","['part', 'MCCD', 'covid']",read correctli part new way report mccd chang way covid b… ,False,[],[],[],3
442,"RT @OANN: DARPA unveils ‘COVID microchip,’ claims not for surveillance purposes - https://t.co/u9xxrAUkCq #OANN","RT @OANN: DARPA unveils ‘COVID microchip,’ claims not for surveillance purposes -  #OANN",DARPA unveils COVID microchip claims surveillance purposes #OANN,"['DARPA', 'unveils', 'COVID', 'microchip', 'claims', 'surveillance', 'purposes', '#', 'OANN']","['DARPA', 'COVID', 'microchip', 'claims', 'surveillance', 'purposes', 'OANN']", darpa unveil ‘covid microchip ’ claim surveil purpos #oann,True,['@OANN'],[],['#OANN'],3
456,RT @retheeshraj10: India beat Brazil.....as world’s second worst hit country by Covid 19. https://t.co/lfEiKHL3zL,RT @retheeshraj10: India beat Brazil.....as world’s second worst hit country by Covid 19. ,India beat Brazil world second worst country Covid,"['India', 'beat', 'Brazil', 'world', 'second', 'worst', 'country', 'Covid']","['India', 'beat', 'Brazil', 'world', 'country', 'Covid']", india beat brazil world’ second worst hit countri covid  ,True,['@retheeshraj10'],[],[],3
470,RT @indiacom: #VakeelSaab and #Master have proven that the audience of the South is far more loyal to their stars than anywhere else in the…,RT @indiacom: #VakeelSaab and #Master have proven that the audience of the South is far more loyal to their stars than anywhere else in the…,#VakeelSaab #Master have proven that audience South more loyal their stars than anywhere else,"['#', 'VakeelSaab', '#', 'Master', 'have', 'proven', 'that', 'audience', 'South', 'more', 'loyal', 'their', 'stars', 'than', 'anywhere', 'else']","['VakeelSaab', 'Master', 'audience', 'South', 'stars']", #vakeelsaab #master proven audienc south far loyal star anywher els the…,True,['@indiacom'],[],"['#VakeelSaab', '#Master']",3
496,"RT @iAnkurSingh: Assam:
Tests- 1.02 lakh
Cases- 583
Positivity- 0.5%

Maharashtra:
Tests- 2.08 lakh
Cases- 51,751
Positivity- 24.87%

Mahar…","RT @iAnkurSingh: Assam:
Tests- 1.02 lakh
Cases- 583
Positivity- 0.5%

Maharashtra:
Tests- 2.08 lakh
Cases- 51,751
Positivity- 24.87%

Mahar…",Assam Tests lakh Cases Positivity Maharashtra Tests lakh Cases Positivity Mahar,"['Assam', 'Tests', 'lakh', 'Cases', 'Positivity', 'Maharashtra', 'Tests', 'lakh', 'Cases', 'Positivity', 'Mahar']","['Assam', 'Cases', 'Positivity', 'Maharashtra', 'Tests', 'Cases', 'Positivity', 'Mahar']", assam test   lakh case  posit   maharashtra test   lakh case   posit   mahar…,True,['@iAnkurSingh'],[],[],3
498,"RT @EGH343434: Happy Songkran day na kha 💦💙
This year, wasn't held due to Covid
#MeanPhiravich #MeanTro 
Thx pic https://t.co/kHFzlGytTd","RT @EGH343434: Happy Songkran day na kha 💦💙
This year, wasn't held due to Covid
#MeanPhiravich #MeanTro 
Thx pic ",Happy Songkran This year wasn held Covid #MeanPhiravich #MeanTro,"['Happy', 'Songkran', 'This', 'year', 'wasn', 'held', 'Covid', '#', 'MeanPhiravich', '#', 'MeanTro']","['Songkran', 'year', 'Covid', 'MeanPhiravich', 'MeanTro']", happi songkran day na kha 💦💙 year held due covid #meanphiravich #meantro thx pic ,True,['@EGH343434'],[],"['#MeanPhiravich', '#MeanTro']",3
511,lol made the mistake of joining a covid-19 clubhouse chat room and this shit is honestly scary. so much rampant mis… https://t.co/fyhqxMmGxO,lol made the mistake of joining a covid-19 clubhouse chat room and this shit is honestly scary. so much rampant mis… ,made mistake joining covid clubhouse chat room this shit honestly scary much rampant,"['made', 'mistake', 'joining', 'covid', 'clubhouse', 'chat', 'room', 'this', 'shit', 'honestly', 'scary', 'much', 'rampant']","['mistake', 'covid', 'clubhouse', 'room', 'shit', 'rampant']",ol made mistak join covid  clubhous chat room shit honestli scari much rampant mis… ,False,[],[],[],3
