,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
121,"RT @MaTaliano: The ""war on terror"" is a fake pretext to wage war globally.  
The ""war on COVID"" is a fake pretext to wage ""war"" on domestic…","RT @MaTaliano: The ""war on terror"" is a fake pretext to wage war globally.  
The ""war on COVID"" is a fake pretext to wage ""war"" on domestic…",terror fake pretext wage globally COVID fake pretext wage domestic,"['terror', 'fake', 'pretext', 'wage', 'globally', 'COVID', 'fake', 'pretext', 'wage', 'domestic']","['terror', 'wage', 'COVID', 'wage']", war terror fake pretext wage war global war covid fake pretext wage war domestic…,True,['@MaTaliano'],[],[],2
131,"RT @GammonUncle: The majority of people who have been out drinking today have been younger age groups, very low risk of dying from COVID. 9…","RT @GammonUncle: The majority of people who have been out drinking today have been younger age groups, very low risk of dying from COVID. 9…",majority people have been drinking today have been younger groups very risk dying from COVID,"['majority', 'people', 'have', 'been', 'drinking', 'today', 'have', 'been', 'younger', 'groups', 'very', 'risk', 'dying', 'from', 'COVID']","['majority', 'people', 'today', 'groups', 'COVID']", major peopl drink today younger age group low risk die covid …,True,['@GammonUncle'],[],[],2
139,India to grant emergency authorisation to vaccines approved by foreign regulators: Health ministry… https://t.co/Hqmjvldl8B,India to grant emergency authorisation to vaccines approved by foreign regulators: Health ministry… ,India grant emergency authorisation vaccines approved foreign regulators Health ministry,"['India', 'grant', 'emergency', 'authorisation', 'vaccines', 'approved', 'foreign', 'regulators', 'Health', 'ministry']","['India', 'grant', 'emergency', 'authorisation', 'vaccines', 'regulators', 'Health', 'ministry']",india grant emerg authoris vaccin approv foreign regul health ministry… ,False,[],[],[],2
168,Why are we bothered if the media reports this? Their as bad as the Goverment. Why are we boycotting them both. Why… https://t.co/4YqpqMjz6C,Why are we bothered if the media reports this? Their as bad as the Goverment. Why are we boycotting them both. Why… ,bothered media reports this Their Goverment boycotting them both,"['bothered', 'media', 'reports', 'this', 'Their', 'Goverment', 'boycotting', 'them', 'both']","['media', 'reports', 'Goverment']",bother media report bad gover boycot why… ,False,[],[],[],2
195,"RT @piratebeachbum: REKT 

“Not only could the variant ""break through"" protections offered by the Pfizer vaccine, but it uniquely affects t…","RT @piratebeachbum: REKT 

“Not only could the variant ""break through"" protections offered by the Pfizer vaccine, but it uniquely affects t…",REKT only could variant break through protections offered Pfizer vaccine uniquely affects,"['REKT', 'only', 'could', 'variant', 'break', 'through', 'protections', 'offered', 'Pfizer', 'vaccine', 'uniquely', 'affects']","['REKT', 'protections', 'Pfizer', 'vaccine', 'affects']", rekt “not could variant break protect offer pfizer vaccin uniqu affect t…,True,['@piratebeachbum'],[],[],2
223,"RT @ngoboardkenya: ""NGOs have a critical role in ensuring Africa finds her own COVID-19 vaccine. We've been invited at global, regional, na…","RT @ngoboardkenya: ""NGOs have a critical role in ensuring Africa finds her own COVID-19 vaccine. We've been invited at global, regional, na…",NGOs have critical role ensuring Africa finds COVID vaccine been invited global regional,"['NGOs', 'have', 'critical', 'role', 'ensuring', 'Africa', 'finds', 'COVID', 'vaccine', 'been', 'invited', 'global', 'regional']","['NGOs', 'role', 'Africa', 'COVID', 'vaccine']", ngo critic role ensur africa find covid  vaccin invit global region na…,True,['@ngoboardkenya'],[],[],2
260,RT @LevyAntoine: Happy six weeks anniversary to this tweet https://t.co/0kNz2apHKZ,RT @LevyAntoine: Happy six weeks anniversary to this tweet ,Happy weeks anniversary this tweet,"['Happy', 'weeks', 'anniversary', 'this', 'tweet']","['weeks', 'tweet']", happi six week anniversari tweet ,True,['@LevyAntoine'],[],[],2
275,"RT @NileshShah68: Hope this one is true and  becomes available everywhere.

UK Clinical Trial Confirms SaNOtize’s Breakthrough Treatment fo…","RT @NileshShah68: Hope this one is true and  becomes available everywhere.

UK Clinical Trial Confirms SaNOtize’s Breakthrough Treatment fo…",Hope this true becomes available everywhere Clinical Trial Confirms SaNOtize Breakthrough Treatment,"['Hope', 'this', 'true', 'becomes', 'available', 'everywhere', 'Clinical', 'Trial', 'Confirms', 'SaNOtize', 'Breakthrough', 'Treatment']","['Trial', 'Confirms', 'SaNOtize', 'Breakthrough', 'Treatment']", hope one true becom avail everywher uk clinic trial confirm sanotize’ breakthrough treatment fo…,True,['@NileshShah68'],[],[],2
318,"RT @Kit_Yates_Maths: Looks like despite it saying that you need to be 50+, you can actually book your vaccine (first and second) if you are…","RT @Kit_Yates_Maths: Looks like despite it saying that you need to be 50+, you can actually book your vaccine (first and second) if you are…",Looks like despite saying that need actually book your vaccine first second,"['Looks', 'like', 'despite', 'saying', 'that', 'need', 'actually', 'book', 'your', 'vaccine', 'first', 'second']","['Looks', 'book', 'vaccine']", look like despit say need  actual book vaccin first second are…,True,['@Kit_Yates_Maths'],[],[],2
325,@NirsalMFB Good morning please how long does it take to receive funds after acceptance of approval for covid-19 loan??,@NirsalMFB Good morning please how long does it take to receive funds after acceptance of approval for covid-19 loan??,Good morning please long does take receive funds after acceptance approval covid loan,"['Good', 'morning', 'please', 'long', 'does', 'take', 'receive', 'funds', 'after', 'acceptance', 'approval', 'covid', 'loan']","['morning', 'please', 'funds', 'acceptance', 'approval', 'covid', 'loan']", good morn pleas long take receiv fund accept approv covid  loan ,False,[],['@NirsalMFB'],[],2
330,"RT @GreeshmaShukla: 🇺🇲: Planning to increase vaccination
🇨🇦: Focusing on fighting covid
🇩🇪: Focusing on boosting economy
🇮🇳: Didi....OOO...…","RT @GreeshmaShukla: 🇺🇲: Planning to increase vaccination
🇨🇦: Focusing on fighting covid
🇩🇪: Focusing on boosting economy
🇮🇳: Didi....OOO...…",Planning increase vaccination Focusing fighting covid Focusing boosting economy Didi,"['Planning', 'increase', 'vaccination', 'Focusing', 'fighting', 'covid', 'Focusing', 'boosting', 'economy', 'Didi']","['increase', 'vaccination', 'covid', 'economy', 'Didi']", 🇺🇲 plan increas vaccin 🇨🇦 focus fight covid 🇩🇪 focus boost economi 🇮🇳 didi ooo …,True,['@GreeshmaShukla'],[],[],2
345,"RT @MaTaliano: The ""war on terror"" is a fake pretext to wage war globally.  
The ""war on COVID"" is a fake pretext to wage ""war"" on domestic…","RT @MaTaliano: The ""war on terror"" is a fake pretext to wage war globally.  
The ""war on COVID"" is a fake pretext to wage ""war"" on domestic…",terror fake pretext wage globally COVID fake pretext wage domestic,"['terror', 'fake', 'pretext', 'wage', 'globally', 'COVID', 'fake', 'pretext', 'wage', 'domestic']","['terror', 'wage', 'COVID', 'wage']", war terror fake pretext wage war global war covid fake pretext wage war domestic…,True,['@MaTaliano'],[],[],2
347,"RT @TonsTweetings: วันที่ 8 หลังจากติดโควิดแล้ว #หมอชนะ ยังคงเป็นสีเขียวสวยงาม เสี่ยงต่ำมาก … 

It’s been 8 days with Covid-19 for me. Yet…","RT @TonsTweetings: วันที่ 8 หลังจากติดโควิดแล้ว #หมอชนะ ยังคงเป็นสีเขียวสวยงาม เสี่ยงต่ำมาก … 

It’s been 8 days with Covid-19 for me. Yet…",been days with Covid,"['been', 'days', 'with', 'Covid']","['days', 'Covid']", วันที่  หลังจากติดโควิดแล้ว #หมอชนะ ยังคงเป็นสีเขียวสวยงาม เสี่ยงต่ำมาก … it’  day covid  yet…,True,['@TonsTweetings'],[],[],2
350,"@loisrp When they talk of keeping covid pts in ER and not proactively testing others, it sure makes me avoid. A few… https://t.co/GgXxg9N9L4","@loisrp When they talk of keeping covid pts in ER and not proactively testing others, it sure makes me avoid. A few… ",When they talk keeping covid proactively testing others sure makes avoid,"['When', 'they', 'talk', 'keeping', 'covid', 'proactively', 'testing', 'others', 'sure', 'makes', 'avoid']","['covid', 'others', 'avoid']", talk keep covid pt er proactiv test other sure make avoid few… ,False,[],['@loisrp'],[],2
364,RT @OpIndia_com: Indian Govt fast tracks emergency approvals for foreign produced Covid-19 vaccines that have received EUAs abroad: Details…,RT @OpIndia_com: Indian Govt fast tracks emergency approvals for foreign produced Covid-19 vaccines that have received EUAs abroad: Details…,Indian Govt fast tracks emergency approvals foreign produced Covid vaccines that have received EUAs abroad Details,"['Indian', 'Govt', 'fast', 'tracks', 'emergency', 'approvals', 'foreign', 'produced', 'Covid', 'vaccines', 'that', 'have', 'received', 'EUAs', 'abroad', 'Details']","['Govt', 'fast', 'tracks', 'emergency', 'approvals', 'Covid', 'vaccines', 'EUAs', 'Details']", indian govt fast track emerg approv foreign produc covid  vaccin receiv eua abroad details…,True,['@OpIndia_com'],[],[],2
368,"RT @MiamiHerald: Antibody cocktail ‘rapidly’ prevents and treats COVID, study finds. Here’s how https://t.co/006j2P9Cak","RT @MiamiHerald: Antibody cocktail ‘rapidly’ prevents and treats COVID, study finds. Here’s how ",Antibody cocktail rapidly prevents treats COVID study finds Here,"['Antibody', 'cocktail', 'rapidly', 'prevents', 'treats', 'COVID', 'study', 'finds', 'Here']","['Antibody', 'cocktail', 'treats', 'COVID', 'study']", antibodi cocktail ‘rapidly’ prevent treat covid studi find here’ ,True,['@MiamiHerald'],[],[],2
373,"RT @PavitraParekh1: Govt looks to ramp up #vaccination. 
Pfizer, Moderna, J&amp;J will now be available in India. The companies can either get…","RT @PavitraParekh1: Govt looks to ramp up #vaccination. 
Pfizer, Moderna, J&amp;J will now be available in India. The companies can either get…",Govt looks ramp #vaccination Pfizer Moderna will available India companies either,"['Govt', 'looks', 'ramp', '#', 'vaccination', 'Pfizer', 'Moderna', 'will', 'available', 'India', 'companies', 'either']","['Govt', 'vaccination', 'Pfizer', 'Moderna', 'India', 'companies']", govt look ramp #vaccination pfizer moderna j amp j avail india compani either get…,True,['@PavitraParekh1'],[],['#vaccination'],2
374,"RT @NHSEngland: ‘Having the vaccine does not break your fast, it’s not considered nutrition.’

GP Dr @fhussain73 reassures all those observ…","RT @NHSEngland: ‘Having the vaccine does not break your fast, it’s not considered nutrition.’

GP Dr @fhussain73 reassures all those observ…",Having vaccine does break your fast considered nutrition reassures those observ,"['Having', 'vaccine', 'does', 'break', 'your', 'fast', 'considered', 'nutrition', 'reassures', 'those', 'observ']","['vaccine', 'fast', 'nutrition', 'reassures', 'observ']", ‘have vaccin break fast it’ consid nutrit ’ gp dr reassur observ…,True,['@NHSEngland'],['@fhussain73'],[],2
382,"RT @CNBCTV18Live: #CNBCTV18Exclusive | Under the new mechanism, no bridging trials required for #COVID vaccine. Pfizer, Moderna, J&amp;J can ge…","RT @CNBCTV18Live: #CNBCTV18Exclusive | Under the new mechanism, no bridging trials required for #COVID vaccine. Pfizer, Moderna, J&amp;J can ge…",#CNBCTV Exclusive Under mechanism bridging trials required #COVID vaccine Pfizer Moderna,"['#', 'CNBCTV', 'Exclusive', 'Under', 'mechanism', 'bridging', 'trials', 'required', '#', 'COVID', 'vaccine', 'Pfizer', 'Moderna']","['CNBCTV', 'Exclusive', 'mechanism', 'trials', 'COVID', 'vaccine', 'Pfizer', 'Moderna']", #cnbctvexclusive new mechan bridg trial requir #covid vaccin pfizer moderna j amp j ge…,True,['@CNBCTV18Live'],[],"['#CNBCTV18Exclusive', '#COVID']",2
386,RT @AndrewHolnessJM: The Ministry of Health &amp; Wellness has announced that 10 vaccination blitz sites will operate until 8:00 p.m. on Monday…,RT @AndrewHolnessJM: The Ministry of Health &amp; Wellness has announced that 10 vaccination blitz sites will operate until 8:00 p.m. on Monday…,Ministry Health Wellness announced that vaccination blitz sites will operate until Monday,"['Ministry', 'Health', 'Wellness', 'announced', 'that', 'vaccination', 'blitz', 'sites', 'will', 'operate', 'until', 'Monday']","['Ministry', 'Health', 'Wellness', 'vaccination', 'blitz', 'sites', 'Monday']", ministri health amp well announc  vaccin blitz site oper   p monday…,True,['@AndrewHolnessJM'],[],[],2
390,"RT @CRG_CRM: AstraZeneca’s COVID-19 vaccine has dominated headlines as reports of rare blood clots mounted, but now European drug safety re…","RT @CRG_CRM: AstraZeneca’s COVID-19 vaccine has dominated headlines as reports of rare blood clots mounted, but now European drug safety re…",AstraZeneca COVID vaccine dominated headlines reports rare blood clots mounted European drug safety,"['AstraZeneca', 'COVID', 'vaccine', 'dominated', 'headlines', 'reports', 'rare', 'blood', 'clots', 'mounted', 'European', 'drug', 'safety']","['AstraZeneca', 'COVID', 'vaccine', 'headlines', 'reports', 'blood', 'clots', 'drug', 'safety']", astrazeneca’ covid  vaccin domin headlin report rare blood clot mount european drug safeti re…,True,['@CRG_CRM'],[],[],2
409,"RT @ANI: This wave is very dangerous. As per the data of last 10-15 days, 65% of the patients are below 45 yrs of age. Your health &amp; life i…","RT @ANI: This wave is very dangerous. As per the data of last 10-15 days, 65% of the patients are below 45 yrs of age. Your health &amp; life i…",This wave very dangerous data last days patients below Your health life,"['This', 'wave', 'very', 'dangerous', 'data', 'last', 'days', 'patients', 'below', 'Your', 'health', 'life']","['data', 'days', 'patients', 'health', 'life']", wave danger per data last   day  patient  yr age health amp life i…,True,['@ANI'],[],[],2
430,"RT @TonsTweetings: วันที่ 8 หลังจากติดโควิดแล้ว #หมอชนะ ยังคงเป็นสีเขียวสวยงาม เสี่ยงต่ำมาก … 

It’s been 8 days with Covid-19 for me. Yet…","RT @TonsTweetings: วันที่ 8 หลังจากติดโควิดแล้ว #หมอชนะ ยังคงเป็นสีเขียวสวยงาม เสี่ยงต่ำมาก … 

It’s been 8 days with Covid-19 for me. Yet…",been days with Covid,"['been', 'days', 'with', 'Covid']","['days', 'Covid']", วันที่  หลังจากติดโควิดแล้ว #หมอชนะ ยังคงเป็นสีเขียวสวยงาม เสี่ยงต่ำมาก … it’  day covid  yet…,True,['@TonsTweetings'],[],[],2
446,RT @thehill: Florida reports single-digit COVID-19 deaths for first time in months https://t.co/cLUVA7TCNd https://t.co/iR4i85PXnk,RT @thehill: Florida reports single-digit COVID-19 deaths for first time in months  ,Florida reports single digit COVID deaths first time months,"['Florida', 'reports', 'single', 'digit', 'COVID', 'deaths', 'first', 'time', 'months']","['Florida', 'reports', 'COVID', 'deaths', 'time', 'months']", florida report singl digit covid  death first time month ,True,['@thehill'],[],[],2
454,This is the finest form of entertainment on a Tuesday morning @ 0436 in the Covid Unit while I sit here and monitor… https://t.co/N5NuSWKoPT,This is the finest form of entertainment on a Tuesday morning @ 0436 in the Covid Unit while I sit here and monitor… ,This finest form entertainment Tuesday morning Covid Unit while here monitor,"['This', 'finest', 'form', 'entertainment', 'Tuesday', 'morning', 'Covid', 'Unit', 'while', 'here', 'monitor']","['form', 'entertainment', 'Tuesday', 'morning', 'Covid', 'Unit', 'monitor']",finest form entertain tuesday morn  covid unit sit monitor… ,False,[],[],[],2
457,India said it would fast-track emergency approvals for foreign-produced Covid-19 vaccines that have been granted em… https://t.co/Bfb2nHY2qV,India said it would fast-track emergency approvals for foreign-produced Covid-19 vaccines that have been granted em… ,India said would fast track emergency approvals foreign produced Covid vaccines that have been granted,"['India', 'said', 'would', 'fast', 'track', 'emergency', 'approvals', 'foreign', 'produced', 'Covid', 'vaccines', 'that', 'have', 'been', 'granted']","['India', 'track', 'emergency', 'approvals', 'Covid', 'vaccines']",india said would fast track emerg approv foreign produc covid  vaccin grant em… ,False,[],[],[],2
458,"RT @davidkurten: In the 12 months sInce the beginning of 'Covid' in the UK:
1.0% of the population died, which is entirely normal
0.2% died…","RT @davidkurten: In the 12 months sInce the beginning of 'Covid' in the UK:
1.0% of the population died, which is entirely normal
0.2% died…",months sInce beginning Covid population died which entirely normal died,"['months', 'sInce', 'beginning', 'Covid', 'population', 'died', 'which', 'entirely', 'normal', 'died']","['months', 'sInce', 'Covid', 'population']",  month sinc begin covid uk   popul die entir normal   died…,True,['@davidkurten'],[],[],2
536,"As the manufactured covid fearmongering panic subsides, the MSM will move onto climate scaremongering. It has alrea… https://t.co/LekB6xmqY0","As the manufactured covid fearmongering panic subsides, the MSM will move onto climate scaremongering. It has alrea… ",manufactured covid fearmongering panic subsides will move onto climate scaremongering alrea,"['manufactured', 'covid', 'fearmongering', 'panic', 'subsides', 'will', 'move', 'onto', 'climate', 'scaremongering', 'alrea']","['subsides', 'climate', 'scaremongering', 'alrea']",manufactur covid fearmong panic subsid msm move onto climat scaremong alrea… ,False,[],[],[],2
538,RT @BakhtawarBZ: Alhamdulillah after isolating for 10 days have retested and now covid negative (still no smell though!). Thank you all for…,RT @BakhtawarBZ: Alhamdulillah after isolating for 10 days have retested and now covid negative (still no smell though!). Thank you all for…,Alhamdulillah after isolating days have retested covid negative still smell though Thank,"['Alhamdulillah', 'after', 'isolating', 'days', 'have', 'retested', 'covid', 'negative', 'still', 'smell', 'though', 'Thank']","['Alhamdulillah', 'days', 'covid', 'Thank']", alhamdulillah isol  day retest covid neg still smell though thank for…,True,['@BakhtawarBZ'],[],[],2
539,RT @voiceforfair: @DrRPNishank @narendramodi @PMOIndia @drharshvardhan @MoHFW_INDIA @PIB_India @EduMinOfIndia @DDNewslive @MIB_India Sir yo…,RT @voiceforfair: @DrRPNishank @narendramodi @PMOIndia @drharshvardhan @MoHFW_INDIA @PIB_India @EduMinOfIndia @DDNewslive @MIB_India Sir yo…,,[],[], sir yo…,True,['@voiceforfair'],"['@DrRPNishank', '@narendramodi', '@PMOIndia', '@drharshvardhan', '@MoHFW_INDIA', '@PIB_India', '@EduMinOfIndia', '@DDNewslive', '@MIB_India']",[],2
554,@forgottenharith Oh kes covid 600+,@forgottenharith Oh kes covid 600+,covid,['covid'],['covid'], oh ke covid  ,False,[],['@forgottenharith'],[],2
555,RT @LynnBrittney2: Yet another German court overturns Covid madness. https://t.co/caLhC9r7N0,RT @LynnBrittney2: Yet another German court overturns Covid madness. ,another German court overturns Covid madness,"['another', 'German', 'court', 'overturns', 'Covid', 'madness']","['court', 'Covid', 'madness']", yet anoth german court overturn covid mad ,True,['@LynnBrittney2'],[],[],2
561,India fast-tracks emergency approvals for foreign-produced Covid-19 vaccines | India News https://t.co/RFrqb427AY,India fast-tracks emergency approvals for foreign-produced Covid-19 vaccines | India News ,India fast tracks emergency approvals foreign produced Covid vaccines India News,"['India', 'fast', 'tracks', 'emergency', 'approvals', 'foreign', 'produced', 'Covid', 'vaccines', 'India', 'News']","['India', 'fast', 'tracks', 'emergency', 'approvals', 'Covid', 'vaccines', 'India', 'News']",india fast track emerg approv foreign produc covid  vaccin india news ,False,[],[],[],2
585,@NHSuk VAC4COVID is a UK-wide online Coronavirus Vaccine Monitoring study. Participants receive 1 follow-up email p… https://t.co/Q3Piq6SJl7,@NHSuk VAC4COVID is a UK-wide online Coronavirus Vaccine Monitoring study. Participants receive 1 follow-up email p… ,COVID wide online Coronavirus Vaccine Monitoring study Participants receive follow email,"['COVID', 'wide', 'online', 'Coronavirus', 'Vaccine', 'Monitoring', 'study', 'Participants', 'receive', 'follow', 'email']","['COVID', 'online', 'Coronavirus', 'Vaccine', 'Monitoring', 'study', 'Participants', 'email']", vaccovid uk wide onlin coronaviru vaccin monitor studi particip receiv  follow email p… ,False,[],['@NHSuk'],[],2
597,"RT @virsanghvi: Three days ago Ravi Shankar Prasad was attacking Rahul Gandhi for ‘lobbying for foreign vaccines.’
Now that the Govt has do…","RT @virsanghvi: Three days ago Ravi Shankar Prasad was attacking Rahul Gandhi for ‘lobbying for foreign vaccines.’
Now that the Govt has do…",Three days Ravi Shankar Prasad attacking Rahul Gandhi lobbying foreign vaccines that Govt,"['Three', 'days', 'Ravi', 'Shankar', 'Prasad', 'attacking', 'Rahul', 'Gandhi', 'lobbying', 'foreign', 'vaccines', 'that', 'Govt']","['days', 'Ravi', 'Shankar', 'Prasad', 'Rahul', 'Gandhi', 'vaccines']", three day ago ravi shankar prasad attack rahul gandhi ‘lobbi foreign vaccin ’ govt do…,True,['@virsanghvi'],[],[],2
