,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
180,RT @VikasSh66854857: Bad dessision taken by Maharashtra govt. And suggest bad dessision to postpone cbse exams. @cbseindia29 should promote…,RT @VikasSh66854857: Bad dessision taken by Maharashtra govt. And suggest bad dessision to postpone cbse exams. @cbseindia29 should promote…,dessision taken Maharashtra govt suggest dessision postpone cbse exams should promote,"['dessision', 'taken', 'Maharashtra', 'govt', 'suggest', 'dessision', 'postpone', 'cbse', 'exams', 'should', 'promote']","['dessision', 'Maharashtra', 'dessision', 'postpone', 'cbse', 'exams']", bad dessis taken maharashtra govt suggest bad dessis postpon cbse exam promote…,True,['@VikasSh66854857'],['@cbseindia29'],[],5
189,@HBomb212 @semuelman @PaquitaAguilita @dazza20102 @SkyNewsBreak No i haven't. We are an island and have not used th… https://t.co/CDhIe4c46W,@HBomb212 @semuelman @PaquitaAguilita @dazza20102 @SkyNewsBreak No i haven't. We are an island and have not used th… ,haven island have used,"['haven', 'island', 'have', 'used']",['island'], island use th… ,False,[],"['@HBomb212', '@semuelman', '@PaquitaAguilita', '@dazza20102', '@SkyNewsBreak']",[],5
194,"RT @CIDvoice: What ⁦@ScottMorrisonMP⁩ !?!?

Vaccination to 31 March in 848 aged care facilities but only 50 group homes.

Equity NOW please…","RT @CIDvoice: What ⁦@ScottMorrisonMP⁩ !?!?

Vaccination to 31 March in 848 aged care facilities but only 50 group homes.

Equity NOW please…",What Vaccination March aged care facilities only group homes Equity please,"['What', 'Vaccination', 'March', 'aged', 'care', 'facilities', 'only', 'group', 'homes', 'Equity', 'please']","['Vaccination', 'March', 'care', 'facilities', 'group', 'homes', 'Equity', 'please']", ⁦⁩ vaccin  march  age care facil  group home equiti please…,True,['@CIDvoice'],['@ScottMorrisonMP'],[],5
197,"RT @marklewismd: I'm a board-certified hematologist with a history of pulmonary embolism.

The last thing that worried me when I got my vac…","RT @marklewismd: I'm a board-certified hematologist with a history of pulmonary embolism.

The last thing that worried me when I got my vac…",board certified hematologist with history pulmonary embolism last thing that worried when,"['board', 'certified', 'hematologist', 'with', 'history', 'pulmonary', 'embolism', 'last', 'thing', 'that', 'worried', 'when']","['board', 'hematologist', 'history', 'embolism', 'thing']", board certifi hematologist histori pulmonari embol last thing worri got vac…,True,['@marklewismd'],[],[],5
199,"@InstituteKelvin #cancelboardexams2021 
Its necessary according to the present conditions of increasing graphs of covid cases..","@InstituteKelvin #cancelboardexams2021 
Its necessary according to the present conditions of increasing graphs of covid cases..",#cancelboardexams necessary according present conditions increasing graphs covid cases,"['#', 'cancelboardexams', 'necessary', 'according', 'present', 'conditions', 'increasing', 'graphs', 'covid', 'cases']","['cancelboardexams', 'conditions', 'graphs', 'covid', 'cases']", #cancelboardexams necessari accord present condit increas graph covid case ,False,[],['@InstituteKelvin'],['#cancelboardexams2021'],5
217,"RT @nuicemedia: Six hours of fasting could tamper with the results of a GeNose test, said the researchers behind the Covid-19 testing machi…","RT @nuicemedia: Six hours of fasting could tamper with the results of a GeNose test, said the researchers behind the Covid-19 testing machi…",hours fasting could tamper with results GeNose test said researchers behind Covid testing machi,"['hours', 'fasting', 'could', 'tamper', 'with', 'results', 'GeNose', 'test', 'said', 'researchers', 'behind', 'Covid', 'testing', 'machi']","['hours', 'results', 'GeNose', 'test', 'researchers', 'Covid', 'machi']", six hour fast could tamper result genos test said research behind covid  test machi…,True,['@nuicemedia'],[],[],5
218,RT @EricDJuly: Almost everything that was dubbed a “conspiracy” has become true https://t.co/5Igzaj3w9m,RT @EricDJuly: Almost everything that was dubbed a “conspiracy” has become true ,Almost everything that dubbed conspiracy become true,"['Almost', 'everything', 'that', 'dubbed', 'conspiracy', 'become', 'true']","['everything', 'conspiracy', 'become']", almost everyth dub “conspiracy” becom true ,True,['@EricDJuly'],[],[],5
220,"RT @chrischirp: over 45's can now book a covid vaccine through
https://t.co/1FGZiAojxd

Just booked in my husband for this coming Friday -…","RT @chrischirp: over 45's can now book a covid vaccine through


Just booked in my husband for this coming Friday -…",over book covid vaccine through Just booked husband this coming Friday,"['over', 'book', 'covid', 'vaccine', 'through', 'Just', 'booked', 'husband', 'this', 'coming', 'Friday']","['book', 'covid', 'vaccine', 'Just', 'husband', 'Friday']",  book covid vaccin book husband come friday …,True,['@chrischirp'],[],[],5
230,We're excited to listen in on the roundtable organised by @LeedsUniBSchool &amp; @GIM_Sanquelim on the Covid-19 challen… https://t.co/c3BuTff9JA,We're excited to listen in on the roundtable organised by @LeedsUniBSchool &amp; @GIM_Sanquelim on the Covid-19 challen… ,excited listen roundtable organised Covid challen,"['excited', 'listen', 'roundtable', 'organised', 'Covid', 'challen']","['Covid', 'challen']",excit listen roundtabl organis amp covid  challen… ,False,[],"['@LeedsUniBSchool', '@GIM_Sanquelim']",[],5
236,Work of the @WHO @UNDESA Technical Advisory Group on #COVID19 Mortality Assessment has progressed &amp; robust methods… https://t.co/hPEXozryLA,Work of the @WHO @UNDESA Technical Advisory Group on #COVID19 Mortality Assessment has progressed &amp; robust methods… ,Work Technical Advisory Group #COVID Mortality Assessment progressed robust methods,"['Work', 'Technical', 'Advisory', 'Group', '#', 'COVID', 'Mortality', 'Assessment', 'progressed', 'robust', 'methods']","['Work', 'Technical', 'Advisory', 'Group', 'COVID', 'Mortality', 'Assessment', 'methods']",work technic advisori group #covid mortal assess progress amp robust methods… ,False,[],"['@WHO', '@UNDESA']",['#COVID19'],5
246,RT @ntdmagic: #hospitals #Mumbai  pls help .sir I m at Covid center ...my friends  mom needs ICU bed ....kaha pe bhi available nahi he mumb…,RT @ntdmagic: #hospitals #Mumbai  pls help .sir I m at Covid center ...my friends  mom needs ICU bed ....kaha pe bhi available nahi he mumb…,#hospitals #Mumbai help Covid center friends needs kaha available nahi mumb,"['#', 'hospitals', '#', 'Mumbai', 'help', 'Covid', 'center', 'friends', 'needs', 'kaha', 'available', 'nahi', 'mumb']","['hospitals', 'Mumbai', 'help', 'Covid', 'center', 'kaha', 'mumb']", #hospitals #mumbai pl help sir covid center friend mom need icu bed kaha pe bhi avail nahi mumb…,True,['@ntdmagic'],[],"['#hospitals', '#Mumbai']",5
259,"RT @chrischirp: over 45's can now book a covid vaccine through
https://t.co/1FGZiAojxd

Just booked in my husband for this coming Friday -…","RT @chrischirp: over 45's can now book a covid vaccine through


Just booked in my husband for this coming Friday -…",over book covid vaccine through Just booked husband this coming Friday,"['over', 'book', 'covid', 'vaccine', 'through', 'Just', 'booked', 'husband', 'this', 'coming', 'Friday']","['book', 'covid', 'vaccine', 'Just', 'husband', 'Friday']",  book covid vaccin book husband come friday …,True,['@chrischirp'],[],[],5
266,RT @NateSilver538: One of the most important paragraphs I've read about the policy failures during the COVID pandemic. (From this book: htt…,RT @NateSilver538: One of the most important paragraphs I've read about the policy failures during the COVID pandemic. (From this book: htt…,most important paragraphs read about policy failures during COVID pandemic From this book,"['most', 'important', 'paragraphs', 'read', 'about', 'policy', 'failures', 'during', 'COVID', 'pandemic', 'From', 'this', 'book']","['paragraphs', 'policy', 'failures', 'COVID', 'book']", one import paragraph read polici failur covid pandem book htt…,True,['@NateSilver538'],[],[],5
291,Over 45? .... book your test now. And don’t forget to ask for your sticker 😉 https://t.co/RlSkGCwiZN,Over 45? .... book your test now. And don’t forget to ask for your sticker 😉 ,Over book your test forget your sticker,"['Over', 'book', 'your', 'test', 'forget', 'your', 'sticker']","['book', 'test', 'sticker']", book test don’t forget ask sticker 😉 ,False,[],[],[],5
310,"via @PerilofAfrica  The Lancet Studies Find No Link Between UK COVID-19 Variant, Higher Mortality https://t.co/saX1kdzhxl","via @PerilofAfrica  The Lancet Studies Find No Link Between UK COVID-19 Variant, Higher Mortality ",Lancet Studies Find Link Between COVID Variant Higher Mortality,"['Lancet', 'Studies', 'Find', 'Link', 'Between', 'COVID', 'Variant', 'Higher', 'Mortality']","['Lancet', 'Studies', 'Find', 'Link', 'Between', 'COVID', 'Variant', 'Higher', 'Mortality']",via lancet studi find link uk covid  variant higher mortal ,False,[],['@PerilofAfrica'],[],5
320,"The Lancet Studies Find No Link Between UK COVID-19 Variant, Higher Mortality https://t.co/HfCBMRWvyP https://t.co/DuvCM7ihyk","The Lancet Studies Find No Link Between UK COVID-19 Variant, Higher Mortality  ",Lancet Studies Find Link Between COVID Variant Higher Mortality,"['Lancet', 'Studies', 'Find', 'Link', 'Between', 'COVID', 'Variant', 'Higher', 'Mortality']","['Lancet', 'Studies', 'Find', 'Link', 'Between', 'COVID', 'Variant', 'Higher', 'Mortality']",lancet studi find link uk covid  variant higher mortal ,False,[],[],[],5
358,"RT @blhalldritt: Over the past year, @jkenney hyped Trump's hydroxychloroquine fantasy as a potential cure for COVID, called it the flu, an…","RT @blhalldritt: Over the past year, @jkenney hyped Trump's hydroxychloroquine fantasy as a potential cure for COVID, called it the flu, an…",Over past year hyped Trump hydroxychloroquine fantasy potential cure COVID called,"['Over', 'past', 'year', 'hyped', 'Trump', 'hydroxychloroquine', 'fantasy', 'potential', 'cure', 'COVID', 'called']","['year', 'Trump', 'hydroxychloroquine', 'fantasy', 'cure', 'COVID']", past year hype trump hydroxychloroquin fantasi potenti cure covid call flu an…,True,['@blhalldritt'],['@jkenney'],[],5
366,@kuirab @Canduh_ Someone said we use to go to hospital to have before covid “ our armpits shaved”  😂😂,@kuirab @Canduh_ Someone said we use to go to hospital to have before covid “ our armpits shaved”  😂😂,Someone said hospital have before covid armpits shaved,"['Someone', 'said', 'hospital', 'have', 'before', 'covid', 'armpits', 'shaved']","['Someone', 'hospital', 'armpits']", someon said use go hospit covid “ armpit shaved” 😂😂,False,[],"['@kuirab', '@Canduh_']",[],5
371,"RT @ErayCr: Watched few videos from Mumbai—bodies dumped in garbage bags, 3-4 patients in 1 bed—don’t even have the heart to share those vi…","RT @ErayCr: Watched few videos from Mumbai—bodies dumped in garbage bags, 3-4 patients in 1 bed—don’t even have the heart to share those vi…",Watched videos from Mumbai bodies dumped garbage bags patients even have heart share those,"['Watched', 'videos', 'from', 'Mumbai', 'bodies', 'dumped', 'garbage', 'bags', 'patients', 'even', 'have', 'heart', 'share', 'those']","['videos', 'Mumbai', 'bodies', 'garbage', 'bags', 'patients', 'heart', 'share']", watch video mumbai—bodi dump garbag bag   patient  bed—don’t even heart share vi…,True,['@ErayCr'],[],[],5
375,RT @daisyhogg_x: howlin my 82 year old gran got a covid fine cause she got caught at a gaff for someone’s 70th😂😂😂😂😂taken home by the police…,RT @daisyhogg_x: howlin my 82 year old gran got a covid fine cause she got caught at a gaff for someone’s 70th😂😂😂😂😂taken home by the police…,howlin year gran covid fine cause caught gaff someone taken home police,"['howlin', 'year', 'gran', 'covid', 'fine', 'cause', 'caught', 'gaff', 'someone', 'taken', 'home', 'police']","['year', 'gran', 'cause', 'gaff', 'someone', 'home', 'police']", howlin  year old gran got covid fine caus got caught gaff someone’ th😂😂😂😂😂taken home police…,True,['@daisyhogg_x'],[],[],5
412,RT @DeshGujarat: Long queues of ambulances outside the govt run covid hospital in Ahmedabad. This has been a regular feature recently. A st…,RT @DeshGujarat: Long queues of ambulances outside the govt run covid hospital in Ahmedabad. This has been a regular feature recently. A st…,Long queues ambulances outside govt covid hospital Ahmedabad This been regular feature recently,"['Long', 'queues', 'ambulances', 'outside', 'govt', 'covid', 'hospital', 'Ahmedabad', 'This', 'been', 'regular', 'feature', 'recently']","['queues', 'ambulances', 'govt', 'hospital', 'Ahmedabad', 'feature']", long queue ambul outsid govt run covid hospit ahmedabad regular featur recent st…,True,['@DeshGujarat'],[],[],5
435,RT @VikasSh66854857: Bad dessision taken by Maharashtra govt. And suggest bad dessision to postpone cbse exams. @cbseindia29 should promote…,RT @VikasSh66854857: Bad dessision taken by Maharashtra govt. And suggest bad dessision to postpone cbse exams. @cbseindia29 should promote…,dessision taken Maharashtra govt suggest dessision postpone cbse exams should promote,"['dessision', 'taken', 'Maharashtra', 'govt', 'suggest', 'dessision', 'postpone', 'cbse', 'exams', 'should', 'promote']","['dessision', 'Maharashtra', 'dessision', 'postpone', 'cbse', 'exams']", bad dessis taken maharashtra govt suggest bad dessis postpon cbse exam promote…,True,['@VikasSh66854857'],['@cbseindia29'],[],5
443,@dylanhm Good news! Use this link to book!,@dylanhm Good news! Use this link to book!,Good news this link book,"['Good', 'news', 'this', 'link', 'book']","['news', 'link', 'book']", good news use link book ,False,[],['@dylanhm'],[],5
453,"RT @missionkaali: Conversions in 50,000 villages during the COVID-19 pandemic in India

We Hindus obey the rules and stay at home, but not…","RT @missionkaali: Conversions in 50,000 villages during the COVID-19 pandemic in India

We Hindus obey the rules and stay at home, but not…",Conversions villages during COVID pandemic India Hindus obey rules stay home,"['Conversions', 'villages', 'during', 'COVID', 'pandemic', 'India', 'Hindus', 'obey', 'rules', 'stay', 'home']","['Conversions', 'villages', 'COVID', 'India', 'Hindus', 'obey', 'rules', 'home']", convers   villag covid  pandem india hindu obey rule stay home not…,True,['@missionkaali'],[],[],5
473,RT @DeepakS53409733: @PrasharSdp @dgship_goi @MoHFW_INDIA Without our cooperation everything will stop. Every person stay at home in lockdo…,RT @DeepakS53409733: @PrasharSdp @dgship_goi @MoHFW_INDIA Without our cooperation everything will stop. Every person stay at home in lockdo…,Without cooperation everything will stop Every person stay home lockdo,"['Without', 'cooperation', 'everything', 'will', 'stop', 'Every', 'person', 'stay', 'home', 'lockdo']","['cooperation', 'everything', 'Every', 'person', 'lockdo']", without cooper everyth stop everi person stay home lockdo…,True,['@DeepakS53409733'],"['@PrasharSdp', '@dgship_goi', '@MoHFW_INDIA']",[],5
475,"RT @sunlight_girl: ""🇷🇺Russian figure skaters held their first practice sessions in Osaka at the training rink. All skaters passed the neces…","RT @sunlight_girl: ""🇷🇺Russian figure skaters held their first practice sessions in Osaka at the training rink. All skaters passed the neces…",Russian figure skaters held their first practice sessions Osaka training rink skaters passed neces,"['Russian', 'figure', 'skaters', 'held', 'their', 'first', 'practice', 'sessions', 'Osaka', 'training', 'rink', 'skaters', 'passed', 'neces']","['figure', 'skaters', 'practice', 'sessions', 'Osaka', 'rink', 'skaters', 'neces']", 🇷🇺russian figur skater held first practic session osaka train rink skater pass neces…,True,['@sunlight_girl'],[],[],5
478,RT @SDT_Coach: Inadequate reporting of #COVID-19 clinical studies: a renewed rationale for the #Sex&amp;Gender #Equity in #Research (SAGER) gui…,RT @SDT_Coach: Inadequate reporting of #COVID-19 clinical studies: a renewed rationale for the #Sex&amp;Gender #Equity in #Research (SAGER) gui…,Inadequate reporting #COVID clinical studies renewed rationale #Sex Gender #Equity #Research SAGER,"['Inadequate', 'reporting', '#', 'COVID', 'clinical', 'studies', 'renewed', 'rationale', '#', 'Sex', 'Gender', '#', 'Equity', '#', 'Research', 'SAGER']","['Inadequate', 'reporting', 'COVID', 'studies', 'Sex', 'Gender', 'Equity', 'Research', 'SAGER']", inadequ report #covid  clinic studi renew rational #sex amp gender #equity #research sager gui…,True,['@SDT_Coach'],[],"['#COVID-19', '#Sex', '#Equity', '#Research']",5
485,RT @LFCVine: Mohamed Salah has been available for 185/190 (97%) of Liverpool matches since he joined the club. Two absences came from COVID…,RT @LFCVine: Mohamed Salah has been available for 185/190 (97%) of Liverpool matches since he joined the club. Two absences came from COVID…,Mohamed Salah been available Liverpool matches since joined club absences came from COVID,"['Mohamed', 'Salah', 'been', 'available', 'Liverpool', 'matches', 'since', 'joined', 'club', 'absences', 'came', 'from', 'COVID']","['Mohamed', 'Salah', 'Liverpool', 'matches', 'club', 'absences', 'COVID']", moham salah avail    liverpool match sinc join club two absenc came covid…,True,['@LFCVine'],[],[],5
493,RT @NateSilver538: One of the most important paragraphs I've read about the policy failures during the COVID pandemic. (From this book: htt…,RT @NateSilver538: One of the most important paragraphs I've read about the policy failures during the COVID pandemic. (From this book: htt…,most important paragraphs read about policy failures during COVID pandemic From this book,"['most', 'important', 'paragraphs', 'read', 'about', 'policy', 'failures', 'during', 'COVID', 'pandemic', 'From', 'this', 'book']","['paragraphs', 'policy', 'failures', 'COVID', 'book']", one import paragraph read polici failur covid pandem book htt…,True,['@NateSilver538'],[],[],5
505,Time to apologize to every conspiracy theorist,Time to apologize to every conspiracy theorist,Time apologize every conspiracy theorist,"['Time', 'apologize', 'every', 'conspiracy', 'theorist']","['Time', 'conspiracy', 'theorist']",time apolog everi conspiraci theorist,False,[],[],[],5
526,"The benefits of integration and cooperation outweigh the costs. 
Total trade between Uganda &amp; Kenya has increased f… https://t.co/3RuaZ5imAq","The benefits of integration and cooperation outweigh the costs. 
Total trade between Uganda &amp; Kenya has increased f… ",benefits integration cooperation outweigh costs Total trade between Uganda Kenya increased,"['benefits', 'integration', 'cooperation', 'outweigh', 'costs', 'Total', 'trade', 'between', 'Uganda', 'Kenya', 'increased']","['benefits', 'integration', 'cooperation', 'outweigh', 'costs', 'trade', 'Uganda', 'Kenya']",benefit integr cooper outweigh cost total trade uganda amp kenya increas f… ,False,[],[],[],5
531,RT @DrTeckKhong: I’ve been asked if I would cover the clinics of an absent colleague in another county who has been diagnosed and tested po…,RT @DrTeckKhong: I’ve been asked if I would cover the clinics of an absent colleague in another county who has been diagnosed and tested po…,been asked would cover clinics absent colleague another county been diagnosed tested,"['been', 'asked', 'would', 'cover', 'clinics', 'absent', 'colleague', 'another', 'county', 'been', 'diagnosed', 'tested']","['clinics', 'colleague', 'county']", i’v ask would cover clinic absent colleagu anoth counti diagnos test po…,True,['@DrTeckKhong'],[],[],5
571,"RT @thakur_shivangi: According to covid patients relatives, 
7 patients died within an hour due to lack of oxygen supply in Nalasopara's Vi…","RT @thakur_shivangi: According to covid patients relatives, 
7 patients died within an hour due to lack of oxygen supply in Nalasopara's Vi…",According covid patients relatives patients died within hour lack oxygen supply Nalasopara,"['According', 'covid', 'patients', 'relatives', 'patients', 'died', 'within', 'hour', 'lack', 'oxygen', 'supply', 'Nalasopara']","['covid', 'patients', 'patients', 'hour', 'lack', 'oxygen', 'supply', 'Nalasopara']", accord covid patient rel  patient die within hour due lack oxygen suppli nalasopara vi…,True,['@thakur_shivangi'],[],[],5
576,"RT @_martinsy: In case anyone needs covid hotlines and telemed refer to the photos.

For list of hospitals in NCR &amp; nearby provinces, oxyge…","RT @_martinsy: In case anyone needs covid hotlines and telemed refer to the photos.

For list of hospitals in NCR &amp; nearby provinces, oxyge…",case anyone needs covid hotlines telemed refer photos list hospitals nearby provinces oxyge,"['case', 'anyone', 'needs', 'covid', 'hotlines', 'telemed', 'refer', 'photos', 'list', 'hospitals', 'nearby', 'provinces', 'oxyge']","['case', 'anyone', 'hotlines', 'photos', 'hospitals', 'provinces']",rt martinsi case anyon need covid hotlin telem refer photo list hospit ncr amp nearbi provinc oxyge…,True,[],[],[],5
