,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
177,"RT @allkpop: GOT7's BamBam takes hiatus due to staff member's COVID-19 status
https://t.co/qplLGEroQk https://t.co/T1NhozrUI3","RT @allkpop: GOT7's BamBam takes hiatus due to staff member's COVID-19 status
 ",BamBam takes hiatus staff member COVID status,"['BamBam', 'takes', 'hiatus', 'staff', 'member', 'COVID', 'status']","['BamBam', 'staff', 'member', 'COVID', 'status']", got bambam take hiatu due staff member covid  statu ,True,['@allkpop'],[],[],6
226,"RT @RuchiraC: Excellent decision by @INCChhattisgarh! All district Congress offices in Chhattisgarh to be turned into COVID hospitals, if t…","RT @RuchiraC: Excellent decision by @INCChhattisgarh! All district Congress offices in Chhattisgarh to be turned into COVID hospitals, if t…",Excellent decision district Congress offices Chhattisgarh turned into COVID hospitals,"['Excellent', 'decision', 'district', 'Congress', 'offices', 'Chhattisgarh', 'turned', 'into', 'COVID', 'hospitals']","['decision', 'district', 'Congress', 'offices', 'Chhattisgarh', 'COVID', 'hospitals']", excel decis district congress offic chhattisgarh turn covid hospit t…,True,['@RuchiraC'],['@INCChhattisgarh'],[],6
229,🇹🇭 The systolic blood pressure of Prayut Chan-o-cha–as seen on a Facebook livestream during the prime minister's re… https://t.co/uU3DywjOxx,🇹🇭 The systolic blood pressure of Prayut Chan-o-cha–as seen on a Facebook livestream during the prime minister's re… ,systolic blood pressure Prayut Chan seen Facebook livestream during prime minister,"['systolic', 'blood', 'pressure', 'Prayut', 'Chan', 'seen', 'Facebook', 'livestream', 'during', 'prime', 'minister']","['blood', 'pressure', 'Prayut', 'Chan', 'Facebook', 'livestream', 'minister']",🇹🇭 systol blood pressur prayut chan cha–a seen facebook livestream prime minist re… ,False,[],[],[],6
255,RT @TheSun: WHO chiefs FINALLY call for a ban on wet markets over Covid outbreak https://t.co/51sPtHVHiH https://t.co/FGFPTfQQ7e,RT @TheSun: WHO chiefs FINALLY call for a ban on wet markets over Covid outbreak  ,chiefs FINALLY call markets over Covid outbreak,"['chiefs', 'FINALLY', 'call', 'markets', 'over', 'Covid', 'outbreak']","['chiefs', 'FINALLY', 'call', 'markets', 'Covid', 'outbreak']", chief final call ban wet market covid outbreak ,True,['@TheSun'],[],[],6
274,"RT @AngelWarrior320: Riddle me this......
Why is it ok to call it the new mutation the  “South African strain” but we can’t call Covid the…","RT @AngelWarrior320: Riddle me this......
Why is it ok to call it the new mutation the  “South African strain” but we can’t call Covid the…",Riddle this call mutation South African strain call Covid,"['Riddle', 'this', 'call', 'mutation', 'South', 'African', 'strain', 'call', 'Covid']","['call', 'mutation', 'South', 'African', 'strain', 'call', 'Covid']", riddl ok call new mutat “south african strain” can’t call covid the…,True,['@AngelWarrior320'],[],[],6
282,"RT @HFWOdisha: Instruction has been issued
by Addl Chief Secy, H&amp;FW department to all Collectors, DMs, Municipal Commissioners &amp; CDM&amp;PHOs t…","RT @HFWOdisha: Instruction has been issued
by Addl Chief Secy, H&amp;FW department to all Collectors, DMs, Municipal Commissioners &amp; CDM&amp;PHOs t…",Instruction been issued Addl Chief Secy department Collectors Municipal Commissioners PHOs,"['Instruction', 'been', 'issued', 'Addl', 'Chief', 'Secy', 'department', 'Collectors', 'Municipal', 'Commissioners', 'PHOs']","['Instruction', 'Addl', 'Chief', 'Secy', 'department', 'Collectors', 'Municipal', 'Commissioners', 'PHOs']", instruct issu addl chief seci h amp fw depart collector dm municip commission amp cdm amp pho t…,True,['@HFWOdisha'],[],[],6
285,"RT @itvnews: Covid: Surge testing in Wandsworth and Lambeth after at least 44 South African variant cases confirmed
https://t.co/LklG25y5rA","RT @itvnews: Covid: Surge testing in Wandsworth and Lambeth after at least 44 South African variant cases confirmed
",Covid Surge testing Wandsworth Lambeth after least South African variant cases confirmed,"['Covid', 'Surge', 'testing', 'Wandsworth', 'Lambeth', 'after', 'least', 'South', 'African', 'variant', 'cases', 'confirmed']","['Covid', 'Surge', 'Wandsworth', 'Lambeth', 'variant', 'cases']", covid surg test wandsworth lambeth least  south african variant case confirm ,True,['@itvnews'],[],[],6
294,RT @thedalstonyears: 1 in 5 caught the virus in hospital. Why? Because our government won’t accept that Covid is airborne. Medics aren’t pr…,RT @thedalstonyears: 1 in 5 caught the virus in hospital. Why? Because our government won’t accept that Covid is airborne. Medics aren’t pr…,caught virus hospital Because government accept that Covid airborne Medics aren,"['caught', 'virus', 'hospital', 'Because', 'government', 'accept', 'that', 'Covid', 'airborne', 'Medics', 'aren']","['virus', 'hospital', 'government', 'Covid', 'Medics', 'aren']",   caught viru hospit govern won’t accept covid airborn medic aren’t pr…,True,['@thedalstonyears'],[],[],6
295,"False information is news, stories or hoaxes created to deliberately misinform or deceive readers.","False information is news, stories or hoaxes created to deliberately misinform or deceive readers.",False information news stories hoaxes created deliberately misinform deceive readers,"['False', 'information', 'news', 'stories', 'hoaxes', 'created', 'deliberately', 'misinform', 'deceive', 'readers']","['information', 'news', 'stories', 'deceive', 'readers']",fals inform news stori hoax creat deliber misinform deceiv reader ,False,[],[],[],6
308,RT @Sevndeep_: I survived a whole year of Covid just for this pollen to take me up outta here . Wow,RT @Sevndeep_: I survived a whole year of Covid just for this pollen to take me up outta here . Wow,survived whole year Covid just this pollen take outta here,"['survived', 'whole', 'year', 'Covid', 'just', 'this', 'pollen', 'take', 'outta', 'here']","['year', 'Covid', 'take', 'outta']", surviv whole year covid pollen take outta wow,True,['@Sevndeep_'],[],[],6
311,RT @heloguy44: This is NOT misleading. @Twitter is lying to you by calling it misleading.,RT @heloguy44: This is NOT misleading. @Twitter is lying to you by calling it misleading.,This misleading lying calling misleading,"['This', 'misleading', 'lying', 'calling', 'misleading']",['misleading'], mislead lie call mislead ,True,['@heloguy44'],['@Twitter'],[],6
312,"RT @Koreaboo: GOT7’s BamBam Halts Activities After Staff Member Tests COVID-19 Positive

https://t.co/2V5s8eYJi0","RT @Koreaboo: GOT7’s BamBam Halts Activities After Staff Member Tests COVID-19 Positive

",BamBam Halts Activities After Staff Member Tests COVID Positive,"['BamBam', 'Halts', 'Activities', 'After', 'Staff', 'Member', 'Tests', 'COVID', 'Positive']","['BamBam', 'Halts', 'Activities', 'Staff', 'Member', 'COVID', 'Positive']", got’ bambam halt activ staff member test covid  posit ,True,['@Koreaboo'],[],[],6
319,"The NHS has approved budesonide for use on a 'case-by-case' basis among older adults.

https://t.co/m8GBNWm7aA","The NHS has approved budesonide for use on a 'case-by-case' basis among older adults.

",approved budesonide case case basis among older adults,"['approved', 'budesonide', 'case', 'case', 'basis', 'among', 'older', 'adults']","['case', 'case', 'basis', 'adults']",nh approv budesonid use case case basi among older adult ,False,[],[],[],6
321,"RT @BenjaminP3ters: How A.I.-powered companies dodged the worst damage from COVID - Fortune

Read more here: https://t.co/V7494SgLoC

#Arti…","RT @BenjaminP3ters: How A.I.-powered companies dodged the worst damage from COVID - Fortune

Read more here: 

#Arti…",powered companies dodged worst damage from COVID Fortune Read more here #Arti,"['powered', 'companies', 'dodged', 'worst', 'damage', 'from', 'COVID', 'Fortune', 'Read', 'more', 'here', '#', 'Arti']","['companies', 'damage', 'COVID', 'Fortune', 'Read', 'Arti']", power compani dodg worst damag covid fortun read #arti…,True,['@BenjaminP3ters'],[],['#Arti'],6
333,"RT @RahulGandhi: India will be one of the COVID-19 vaccine-producing nations.

It needs a clearly-defined, inclusive &amp; equitable vaccine ac…","RT @RahulGandhi: India will be one of the COVID-19 vaccine-producing nations.

It needs a clearly-defined, inclusive &amp; equitable vaccine ac…",India will COVID vaccine producing nations needs clearly defined inclusive equitable vaccine,"['India', 'will', 'COVID', 'vaccine', 'producing', 'nations', 'needs', 'clearly', 'defined', 'inclusive', 'equitable', 'vaccine']","['India', 'COVID', 'nations', 'vaccine']", india one covid  vaccin produc nation need clearli defin inclus amp equit vaccin ac…,True,['@RahulGandhi'],[],[],6
337,RT @MarshadeCordova: It is important for everyone over 11 across Wandsworth to get a COVID PCR test ASAP - we have to keep safe and help st…,RT @MarshadeCordova: It is important for everyone over 11 across Wandsworth to get a COVID PCR test ASAP - we have to keep safe and help st…,important everyone over across Wandsworth COVID test ASAP have keep safe help,"['important', 'everyone', 'over', 'across', 'Wandsworth', 'COVID', 'test', 'ASAP', 'have', 'keep', 'safe', 'help']","['everyone', 'Wandsworth', 'COVID', 'test', 'ASAP', 'help']", import everyon  across wandsworth get covid pcr test asap keep safe help st…,True,['@MarshadeCordova'],[],[],6
346,"RT @allkpop: GOT7's BamBam takes hiatus due to staff member's COVID-19 status
https://t.co/qplLGEroQk https://t.co/T1NhozrUI3","RT @allkpop: GOT7's BamBam takes hiatus due to staff member's COVID-19 status
 ",BamBam takes hiatus staff member COVID status,"['BamBam', 'takes', 'hiatus', 'staff', 'member', 'COVID', 'status']","['BamBam', 'staff', 'member', 'COVID', 'status']", got bambam take hiatu due staff member covid  statu ,True,['@allkpop'],[],[],6
356,RT @LaylaMoran: The ONS have estimated that 1.1 million people are living with long Covid in the UK.  On @BBCRadio4 #WestminsterHour I call…,RT @LaylaMoran: The ONS have estimated that 1.1 million people are living with long Covid in the UK.  On @BBCRadio4 #WestminsterHour I call…,have estimated that million people living with long Covid #WestminsterHour call,"['have', 'estimated', 'that', 'million', 'people', 'living', 'with', 'long', 'Covid', '#', 'WestminsterHour', 'call']","['people', 'Covid', 'WestminsterHour', 'call']", on estim   million peopl live long covid uk #westminsterhour call…,True,['@LaylaMoran'],['@BBCRadio4'],['#WestminsterHour'],6
387,"RT @BenjaminP3ters: How A.I.-powered companies dodged the worst damage from COVID - Fortune

Read more here: https://t.co/V7494SgLoC

#Arti…","RT @BenjaminP3ters: How A.I.-powered companies dodged the worst damage from COVID - Fortune

Read more here: 

#Arti…",powered companies dodged worst damage from COVID Fortune Read more here #Arti,"['powered', 'companies', 'dodged', 'worst', 'damage', 'from', 'COVID', 'Fortune', 'Read', 'more', 'here', '#', 'Arti']","['companies', 'damage', 'COVID', 'Fortune', 'Read', 'Arti']", power compani dodg worst damag covid fortun read #arti…,True,['@BenjaminP3ters'],[],['#Arti'],6
406,"RT @INCIndia: By hoarding a critical-use medicine amidst an acute shortage to get political mileage in his constituency, Gujarat BJP Chief…","RT @INCIndia: By hoarding a critical-use medicine amidst an acute shortage to get political mileage in his constituency, Gujarat BJP Chief…",hoarding critical medicine amidst acute shortage political mileage constituency Gujarat Chief,"['hoarding', 'critical', 'medicine', 'amidst', 'acute', 'shortage', 'political', 'mileage', 'constituency', 'Gujarat', 'Chief']","['medicine', 'shortage', 'mileage', 'constituency', 'Gujarat', 'Chief']", hoard critic use medicin amidst acut shortag get polit mileag constitu gujarat bjp chief…,True,['@INCIndia'],[],[],6
410,"RT @itvnews: Covid: Surge testing in Wandsworth and Lambeth after at least 44 South African variant cases confirmed
https://t.co/LklG25y5rA","RT @itvnews: Covid: Surge testing in Wandsworth and Lambeth after at least 44 South African variant cases confirmed
",Covid Surge testing Wandsworth Lambeth after least South African variant cases confirmed,"['Covid', 'Surge', 'testing', 'Wandsworth', 'Lambeth', 'after', 'least', 'South', 'African', 'variant', 'cases', 'confirmed']","['Covid', 'Surge', 'Wandsworth', 'Lambeth', 'variant', 'cases']", covid surg test wandsworth lambeth least  south african variant case confirm ,True,['@itvnews'],[],[],6
414,"RT @CUPUWorkers: Australia news live: Naaman Zhou on the Senate Inquiry appearance by CUPUWers incl. quotes from @YaeganDoran  

https://t.…","RT @CUPUWorkers: Australia news live: Naaman Zhou on the Senate Inquiry appearance by CUPUWers incl. quotes from @YaeganDoran  

",Australia news live Naaman Zhou Senate Inquiry appearance CUPUWers incl quotes from,"['Australia', 'news', 'live', 'Naaman', 'Zhou', 'Senate', 'Inquiry', 'appearance', 'CUPUWers', 'incl', 'quotes', 'from']","['Australia', 'news', 'Naaman', 'Zhou', 'Senate', 'Inquiry', 'appearance', 'CUPUWers', 'quotes']", australia news live naaman zhou senat inquiri appear cupuw incl quot ,True,['@CUPUWorkers'],['@YaeganDoran'],[],6
426,@GoodStuff4455 😂🤣Must get lonely during covid on a sailing yacht.,@GoodStuff4455 😂🤣Must get lonely during covid on a sailing yacht.,Must lonely during covid sailing yacht,"['Must', 'lonely', 'during', 'covid', 'sailing', 'yacht']","['Must', 'sailing', 'yacht']", 😂🤣must get lone covid sail yacht ,False,[],['@GoodStuff4455'],[],6
427,"🍿🍿🍿
@Benditapuntoeu @NacionalAlerta @elliberal_com 
“Their plan all along...
Wear your mask, get your vaccine, get… https://t.co/SS8DlfHkvU","🍿🍿🍿
@Benditapuntoeu @NacionalAlerta @elliberal_com 
“Their plan all along...
Wear your mask, get your vaccine, get… ",Their plan along Wear your mask your vaccine,"['Their', 'plan', 'along', 'Wear', 'your', 'mask', 'your', 'vaccine']","['plan', 'Wear', 'vaccine']",🍿🍿🍿 “their plan along wear mask get vaccin get… ,False,[],"['@Benditapuntoeu', '@NacionalAlerta', '@elliberal_com']",[],6
467,RT @GermanAmbGhana: Germany 🇩🇪 is supporting Ghana 🇬🇭 to do a feasibility study on vaccine production in Ghana. Leading global German pharm…,RT @GermanAmbGhana: Germany 🇩🇪 is supporting Ghana 🇬🇭 to do a feasibility study on vaccine production in Ghana. Leading global German pharm…,Germany supporting Ghana feasibility study vaccine production Ghana Leading global German pharm,"['Germany', 'supporting', 'Ghana', 'feasibility', 'study', 'vaccine', 'production', 'Ghana', 'Leading', 'global', 'German', 'pharm']","['Germany', 'Ghana', 'feasibility', 'study', 'vaccine', 'production', 'Ghana', 'Leading', 'pharm']", germani 🇩🇪 support ghana 🇬🇭 feasibl studi vaccin product ghana lead global german pharm…,True,['@GermanAmbGhana'],[],[],6
471,No vaccines and no beds in the hospitals. I wonder what their plan is for when they get Covid.,No vaccines and no beds in the hospitals. I wonder what their plan is for when they get Covid.,vaccines beds hospitals wonder what their plan when they Covid,"['vaccines', 'beds', 'hospitals', 'wonder', 'what', 'their', 'plan', 'when', 'they', 'Covid']","['vaccines', 'beds', 'hospitals', 'plan']",vaccin bed hospit wonder plan get covid ,False,[],[],[],6
497,RT @tootingnewsie: Everyone who lives or works in #Wandsworth &amp; #Lambeth is being asked to take a Covid-19 PCR test after new cases of the…,RT @tootingnewsie: Everyone who lives or works in #Wandsworth &amp; #Lambeth is being asked to take a Covid-19 PCR test after new cases of the…,Everyone lives works #Wandsworth #Lambeth being asked take Covid test after cases,"['Everyone', 'lives', 'works', '#', 'Wandsworth', '#', 'Lambeth', 'being', 'asked', 'take', 'Covid', 'test', 'after', 'cases']","['Everyone', 'Wandsworth', 'Lambeth', 'Covid', 'test', 'cases']", everyon live work #wandsworth amp #lambeth ask take covid  pcr test new case the…,True,['@tootingnewsie'],[],"['#Wandsworth', '#Lambeth']",6
